line_no,image file,doc_no,type,date,place,shelfmark,names_int,names_comp,image no.
4627,,,,,,,,"Mendelssohn Bartholdy, Felix",
4628,,,,,,,,"Schubert, Franz",
4629,,,,,,,,"Schumann, Robert",
4630,,,,,,,,"Spies, Ernst",
4631,,,,,,,,"Kücken, Friedrich Wilhelm",
4632,,,,,,,,"Rossini, Gioachino",
4633,,,,,,,,"Mendelssohn Bartholdy, Felix",
4634,,,,,,,,"Bogler, Bernhard",
4635,,,,,,,,"Taubert, Wilhelm",
4636,,,,,,,,"David, Ferdinand",
4637,,,,,,,,"Graben-Hoffmann, Gustav",
4638,,,,,,,,"Kalliwoda, Johann Wenzel",
4639,,,,,,,,"Balfe, Michael William",
4640,,,,,,,,"Abt, Franz",
4641,pyr_166,562,Concert,18750326,"Luzern, Jesuitenkirche",Ms.N.46 6.3 3,"Arnold, Gustav","Casciolini, Claudio",166
4642,,,,,,,"Caecilienverein, Luzern","Stein, Joseph",
4643,,,,,,,,"Attenhofer, Carl",
4644,,,,,,,,"Lasso, Orlando di",
4645,,,,,,,,"Mendelssohn Bartholdy, Felix",
4646,pyr_167,563,Concert,18750704,"Luzern, Sankt Leodegar im Hof",Ms.N.46 6.3 3,"Schnyder, Chr.","Freyer, August",167
4647,,,,,,,"Wiki, Bertha","Reissiger, Carl Gottlieb",
4648,,,,,,,"Arnold, Gustav","Mendelssohn Bartholdy, Felix",
4649,,,,,,,"Liedertafel, Luzern","Chopin, Fryderyk Franciszek",
4650,,,,,,,,"Lachner, Vinzenz",
4651,,,,,,,,"Methfessel, Albert",
4652,,,,,,,,"Rietz, Julius",
4653,,,,,,,,"Haydn, Joseph",
4654,,,,,,,,"Reiter, Ernst",
4655,pyr_168,564,Concert,18750729,"Luzern, Sankt Leodegar im Hof",Ms.N.46 6.3 3,"Liedertafel, Luzern","Ambrosius, P.",168
4656,,,,,,,"Caecilienverein, Luzern","Kreutzer, Conradin",
4657,,,,,,,,"Mendelssohn Bartholdy, Felix",
4658,,,,,,,,Hauser,
4659,,,,,,,,"Händel, Georg Friedrich",
4660,,,,,,,,"Rietz, Julius",
4661,,,,,,,,Gassner,
4662,,,,,,,,"Freyer, August",
4663,,,,,,,,Müller,
4664,,,,,,,,"Reiter, Ernst",
4665,pyr_169,565,Concert,18750731,"Luzern, Marianischer Saal im Jesuitengymnasium",Ms.N.46 6.3 3,"Arnold, Gustav","Isaac, Heinrich",169
4666,pyr_170,,,,,,,"Hassler, Hans Leo",170
4667,,,,,,,,"Baumgartner, Wilhelm",
4668,,,,,,,,"Proch, Heinrich",
4669,,,,,,,,"Mendelssohn Bartholdy, Felix",
4670,,,,,,,,"Gumbert, Ferdinand",
4671,,,,,,,,"Schubert, Franz",
4672,,,,,,,,"Abt, Franz",
4673,,,,,,,,"Mozart, Wolfgang Amadeus",
4674,,,,,,,,"Mercadante, Saverio",
4675,,,,,,,,"Mendelssohn Bartholdy, Felix",
4676,,,,,,,,"Hiller, Ferdinand",
4677,,,,,,,,"Beethoven, Ludwig van",
4678,,,,,,,,"Lindblad, Adolf Fredrik",
4679,,,,,,,,"Rossini, Gioachino",
4680,,,,,,,,"Gade, Niels Wilhelm",
4681,pyr_171,566,Concert,18750801,"Luzern, Jesuitenkirche",Ms.N.46 6.3 3,,"Balfe, Michael William",171
4682,,,,,"Luzern, Marianischer Saal im Jesuitengymnasium",,,"Abt, Franz",
4683,,,,,,,,"Bériot, Charles-Auguste de",
4684,,,,,,,,"Adam, Adolphe",
4685,,,,,,,,"Ben Tayoux‏, Frédéric‏ ",
4686,,,,,,,,"Weber, Carl Maria von",
4687,,,,,,,,"Gade, Niels Wilhelm",
4688,,,,,,,,"Cramer, Henry",
4689,,,,,,,,"Kreutzer, Conradin",
4690,,,,,,,,"Romberg, Andreas Jakob",
4691,,,,,,,,"Boieldieu, Adrien",
4692,pyr_172,567,Season,18740000,Luzern,Ms.N.46 6.3 3,"Arnold, Gustav","Zangl, Josef Gregor",172
4693,pyr_173,,,18750000,,,,"Righini, Vincenzo",173
4694,pyr_174,,,,,,,"Seyler, Karl",174
4695,pyr_175,,,,,,,"Mozart, Wolfgang Amadeus",175
4696,,,,,,,,"Schöpf, Franz",
4697,,,,,,,,"Liszt, Franz",
4698,,,,,,,,"Neukomm, Sigismund",
4699,,,,,,,,"Bode, Ludwig",
4700,,,,,,,,"Schnyder, Christoph",
4701,,,,,,,,"Obersteiner, Johann",
4702,,,,,,,,"Führer, Robert",
4703,,,,,,,,"Kempter, Karl",
4704,,,,,,,,"Broër, Ernst",
4705,,,,,,,,"Hassler, Hans Leo",
4706,,,,,,,,"Lasso, Orlando di",
4707,,,,,,,,"Gounod, Charles-François",
4708,,,,,,,,"Wälder, Johann Gualbert",
4709,,,,,,,,"Widmann, Benedict",
4710,,,,,,,,"Cherubini, Luigi",
4711,,,,,,,,"Engl, Bernhard",
4712,pyr_176,568,Concert,18751111,"Luzern, Theater",Ms.N.46 6.3 3,"Caecilienverein, Luzern","Spontini, Gaspare",176
4713,,,,,,,"Theaterkapelle, Luzern","Esser, Heinrich",
4714,,,,,,,"Arnold, Gustav","Balfe, Michael William",
4715,,,,,,,Stamm,"Kreutzer, Conradin",
4716,,,,,,,"Liedertafel, Luzern","Abt, Franz",
4717,,,,,,,,"Lübeck, Johann Heinrich",
4718,,,,,,,,"Lachner, Franz Paul",
4719,,,,,,,,"Gade, Niels Wilhelm",
4720,pyr_177,569,Concert,18751216,"Luzern, Theater",Ms.N.46 6.3 3,"Caecilienverein, Luzern","Kreutzer, Conradin",177
4721,,,,,,,"Theaterkapelle, Luzern","Schubert, Franz",
4722,,,,,,,"Schnyder, Chr.","Liszt, Franz",
4723,,,,,,,Rudolph,"Arnold, Gustav",
4724,,,,,,,"Liedertafel, Luzern",Kummer,
4725,,,,,,,"Heller, E.","Méhul, Etienne-Nicolas",
4726,,,,,,,Eggers,"Möhring, Ferdinand",
4727,,,,,,,,Heim,
4728,,,,,,,,"Billeter, Agathon",
4729,,,,,,,,"Mendelssohn Bartholdy, Felix",
4730,,,,,,,,"Bruch, Max",
4731,pyr_178,570,Concert,18760122,"Luzern, Hotel National",Ms.N.46 6.3 3,"Caecilienverein, Luzern","Genée, Richard",178
4732,,,,,,,"Arnold, Gustav",,
4733,pyr_179,571,Concert,18760210,"Luzern, Theater",Ms.N.46 6.3 3,"Caecilienverein, Luzern","Haydn, Joseph",179
4734,,,,,,,"Arnold, Gustav",,
4735,,,,,,,"Theaterkapelle, Luzern",,
4736,pyr_180,572,Concert,18760201,"Luzern, Schweizerhof",Ms.N.46 6.3 3,"Liedertafel, Luzern","Weber, Carl Maria von",180
4737,pyr_181,,,,,,"Arnold, Gustav","Schmölzer, Jakob Eduard",181
4738,pyr_182,,,,,,"Theaterkapelle, Luzern","Kreutzer, Conradin",182
4739,pyr_183,,,,,,,"Veit, Václav",183
4740,,,,,,,,Bilze,
4741,,,,,,,,"Schubert, Franz",
4742,,,,,,,,"Schnyder, Christoph",
4743,,,,,,,,Küntze,
4744,,,,,,,,"Möhring, Ferdinand",
4745,,,,,,,,"Koch, August",
4746,,,,,,,,"Conradi, August",
4747,pyr_184,573,Concert,18760326,"Luzern, Marianischer Saal im Jesuitengymnasium",Ms.N.46 6.3 3,"Theaterkapelle, Luzern","Méhul, Etienne-Nicolas",184
4748,,,,,,,,"Heim, Ignaz",
4749,,,,,,,,"David, Ferdinand",
4750,,,,,,,,"Klein, Bernhard",
4751,,,,,,,,"Haydn, Joseph",
4752,,,,,,,,"Weber, Carl Maria von",
4753,,,,,,,,"Beethoven, Ludwig van",
4754,,,,,,,,"Schiltz, Jean-Baptiste",
4755,,,,,,,,"Leduc, Alphonse",
4756,,,,,,,,"Auber, Daniel-François-Esprit",
4757,pyr_185,574,Concert,18760402,"Luzern, Franziskanerkirche",Ms.N.46 6.3 3,"Theaterkapelle, Luzern","Méhul, Etienne-Nicolas",185
4758,,,,,,,"Liedertafel, Luzern","Ernst, Herzog",
4759,,,,,,,"Schnyder, Chr.","Abt, Franz",
4760,,,,,,,,Bott,
4761,,,,,,,,"Beethoven, Ludwig van",
4762,,,,,,,,"Schnyder, Christoph",
4763,,,,,,,,"Mendelssohn Bartholdy, Felix",
4764,pyr_186,575,Concert,18760409,"Luzern, Marianischer Saal im Jesuitengymnasium",Ms.N.46 6.3 3,"Caecilienverein, Luzern","Haydn, Joseph",186
4765,,,,,,,"Theater- und Musikliebhabergesellschaft, Luzern",,
4766,,,,,,,"Arnold, Gustav",,
4767,pyr_187,576,Concert,18760510,"Luzern, Theater",Ms.N.46 6.3 3,"Caecilienverein, Luzern","Lortzing, Albert",187
4768,,,,,,,"Theater- und Musikliebhabergesellschaft, Luzern",,
4769,,,,,,,"Arnold, Gustav",,
4770,,,,,,,"Liedertafel, Luzern",,
4771,,,,,,,"Sommerkapelle, Luzern",,
4772,pyr_188,577,Concert,18760514,"Luzern, Theater",Ms.N.46 6.3 3,"Caecilienverein, Luzern","Lortzing, Albert",188
4773,,,,,,,"Theater- und Musikliebhabergesellschaft, Luzern",,
4774,,,,,,,"Arnold, Gustav",,
4775,,,,,,,"Liedertafel, Luzern",,
4776,,,,,,,"Sommerkapelle, Luzern",,
4777,pyr_189,578,Concert,18760518,"Luzern, Theater",Ms.N.46 6.3 3,"Caecilienverein, Luzern","Lortzing, Albert",189
4778,,,,,,,"Theater- und Musikliebhabergesellschaft, Luzern",,
4779,,,,,,,"Arnold, Gustav",,
4780,,,,,,,"Liedertafel, Luzern",,
4781,,,,,,,"Sommerkapelle, Luzern",,
4782,pyr_190,579,Concert,18760608,"Luzern, Theater",Ms.N.46 6.3 3,Schwedischer Sänger-Quartett,"Reisiger, F. A.",190
4783,,,,,,,"Lutteman, H.","Lindblad, Otto Jonas",
4784,,,,,,,"Lindquist, E.","Bellman, C.",
4785,,,,,,,"Lagerholtz, F.","Frieberg, F. A.",
4786,,,,,,,"Lundgren, Th.","Pacius, Fredrik",
4787,,,,,,,"Düring, E.","Torsell, O.",
4788,,,,,,,,"Kjerulf, Halfdan",
4789,,,,,,,,"Billeter, Agathon",
4790,pyr_191,580,Concert,18760728,"Luzern, Jesuitengymnasium",Ms.N.46 6.3 3,"Musikschule, Luzern","Cherubini, Luigi",191
4791,,,,,,,,"Lachner, Ignaz",
4792,,,,,,,,"Mozart, Wolfgang Amadeus",
4793,,,,,,,,"Loewe, Carl",
4794,,,,,,,,"Spohr, Louis",
4795,,,,,,,,"Schumann, Robert",
4796,,,,,,,,"Sartorius, Thomas",
4797,,,,,,,,"Mendelssohn Bartholdy, Felix",
4798,,,,,,,,"Rossini, Gioachino",
4799,,,,,,,,"Heller, Stephen",
4800,,,,,,,,Ernst,
4801,,,,,,,,"Bennett, William Sterndale",
4802,pyr_192,581,Concert,18760730,"Luzern, Jesuitenkirche",Ms.N.46 6.3 3,"Arnold, Gustav",Drobisch,192
4803,,,,,"Luzern, Marianischer Saal im Jesuitengymnasium",,,"Bellini, Vincenzo",
4804,,,,,,,,"Kücken, Friedrich Wilhelm",
4805,,,,,,,,"Blumenthal, Jakob",
4806,,,,,,,,"Abt, Franz",
4807,,,,,,,,"Streben, Ernst",
4808,,,,,,,,"Mendelssohn Bartholdy, Felix",
4809,,,,,,,,"Beethoven, Ludwig van",
4810,,,,,,,,"Genée, Richard",
4811,,,,,,,,"Wichtl, Georg",
4812,,,,,,,,"Höpfner, E.",
4813,,,,,,,,"Müller, Donat",
4814,pyr_193,582,Season,18750000,Luzern,Ms.N.46 6.3 3,"Arnold, Gustav","Schneider, Friedrich",193
4815,pyr_194,,,18760000,,,,"Schöpf, Franz",194
4816,pyr_195,,,,,,,"Seyler, Karl",195
4817,pyr_196,,,,,,,"Weber, Carl Maria von",196
4818,,,,,,,,"Wälder, Johann Gualbert",
4819,,,,,,,,"Neukomm, Sigismund",
4820,,,,,,,,"Hassler, Hans Leo",
4821,,,,,,,,"Palestrina, Giovanni Pierluigi da",
4822,,,,,,,,"Witt, Franz Xaver",
4823,,,,,,,,"Beethoven, Ludwig van",
4824,,,,,,,,"Führer, Robert",
4825,,,,,,,,"Gaugler, Theodor",
4826,,,,,,,,"Lasso, Orlando di",
4827,,,,,,,,Gabrieli,
4828,,,,,,,,Stein,
4829,,,,,,,,"Casciolini, Claudio",
4830,,,,,,,,"Zangl, Josef Gregor",
4831,,,,,,,,"Hummel, Johann Nepomuk",
4832,,,,,,,,"Greith, Carl",
4833,,,,,,,,"Haydn, Joseph",
4834,,,,,,,,"Schaller, Ferdinand",
4835,,,,,,,,"Stehle, Johann Gustav Eduard",
4836,pyr_197,583,Concert,18761216,"Luzern, Hôtel du Lac",Ms.N.46 6.3 3,A. Rainer Tyroler Concert-Sänger-Gesellschaft,,197
4837,,,,,,,"Einhauser, Judith",,
4838,,,,,,,"Nachtschatt, Therese",,
4839,,,,,,,"Mathis, Gretchen",,
4840,,,,,,,"Schoger, S.",,
4841,,,,,,,"Körbler, Adolf",,
4842,,,,,,,"Rainer, A.",,
4843,,,,,,,"Obpacher, Josef",,
4844,,,,,,,"Michelis, Julius",,
4845,,,,,,,"Strobl, Alois",,
4846,pyr_198,584,Concert,18761226,"Luzern, Hotel National",Ms.N.46 6.3 3,"Caecilienverein, Luzern","Nicolai, Otto",198
4847,pyr_199,,,,,,"Theater- und Musikliebhabergesellschaft, Luzern","Wüllner, Franz",199
4848,pyr_200,,,,,,,"Gade, Niels Wilhelm",200
4849,pyr_201,,,,,,,"Niedermeyer, Louis",201
4850,,,,,,,,"Baumgartner, Wilhelm",
4851,,,,,,,,"Weber, Carl Maria von",
4852,,,,,,,,"Kątski, Apolinary",
4853,,,,,,,,"Dessauer, Joseph",
4854,,,,,,,,"Mendelssohn Bartholdy, Felix",
4855,,,,,,,,"Strauß, Johann",
4856,pyr_202,585,Concert,18770202,"Luzern, Theater",Ms.N.46 6.3 3,"Caecilienverein, Luzern","Rossini, Gioachino",202
4857,,,,,,,"Theater- und Musikliebhabergesellschaft, Luzern",,
4858,,,,,,,"Arnold, Gustav","Bishop, Henry Rowley",
4859,,,,,,,"Heller, Emilie","Rode, Pierre",
4860,,,,,,,"Bühler-Zelger, O.","Brambach, Caspar Joseph",
4861,,,,,,,Weber-Stäuble (Mme),,
4862,,,,,,,Schiffmann-Baumgartner (Mme),,
4863,,,,,,,"Brun, J.",,
4864,,,,,,,"Köhler, Fr.",,
4865,pyr_203,586,Concert,18770221,"Luzern, Theater",Ms.N.46 6.3 3,"Liedertafel, Luzern","Méhul, Etienne-Nicolas",203
4866,,,,18770223,,,"Hindemann, M.",,
4867,,,,18770225,,,"Theater- und Musikliebhabergesellschaft, Luzern",,
4868,,,,18770228,,,"Schnyder, Chr.",,
4869,pyr_204,587,Concert,18770330,"Luzern, Jesuitenkirche",Ms.N.46 6.3 3,"Theater- und Musikliebhabergesellschaft, Luzern","Haydn, Joseph",204
4870,,,,,,,"Caecilienverein, Luzern",,
4871,pyr_205,588,Concert,18770300,,Ms.N.46 6.3 3,Zürcher Studenten-Quartett,"Mozart, Wolfgang Amadeus",205
4872,,,,,,,"Moser, A.","Beethoven, Ludwig van",
4873,,,,,,,"Stamati, N. B.","Mendelssohn Bartholdy, Felix",
4874,,,,,,,"Bütler, C.","Händel, Georg Friedrich",
4875,,,,,,,"Müller, D.","Gluck, Christoph Willibald",
4876,,,,,,,"Carstanyen, M.","Chopin, Fryderyk Franciszek",
4877,,,,,,,,"Haydn, Joseph",
4878,,,,,,,,"Schumann, Robert",
4879,pyr_206,589,Concert,18770415,"Luzern, Theater",Ms.N.46 6.3 3,"Caecilienverein, Luzern","Beethoven, Ludwig van",206
4880,,,,,,,"Theater- und Musikliebhabergesellschaft, Luzern","Lachner, Franz Paul",
4881,,,,,,,"Wäffler, Hans","Gluck, Christoph Willibald",
4882,,,,,,,"Bucher, J.","Abert, Johann Joseph",
4883,,,,,,,"Arnold, Gustav","Maier, Julius Joseph",
4884,,,,,,,,"Schumann, Robert",
4885,,,,,,,,"Weber, Carl Maria von",
4886,,,,,,,,"Berlioz, Hector",
4887,,,,,,,,"David, Félicien",
4888,pyr_207,590,Concert,18770502,"Luzern, Hôtel du Lac",Ms.N.46 6.3 3,"Arnold, Gustav","Mozart, Wolfgang Amadeus",207
4889,,,,,,,"Hegar-Volkart, Albertine","Schumann, Robert",
4890,,,,,,,"Theater- und Musikliebhabergesellschaft, Luzern","Brahms, Johannes",
4891,,,,,,,,"Hummel, Johann Nepomuk",
4892,,,,,,,,"Hauptmann, Moritz",
4893,,,,,,,,"Hegar, Friedrich",
4894,,,,,,,,"Bach, Johann Sebastian",
4895,,,,,,,,"Rubinštejn, Anton Grigor'evič",
4896,,,,,,,,"Weber, Carl Maria von",
4897,,,,,,,,"Mendelssohn Bartholdy, Felix",
4898,pyr_208,591,Concert,18770527,Luzern,Ms.N.46 6.3 3,"Caecilienverein, Luzern",,208
4899,pyr_209,,,,,,"Theater- und Musikliebhabergesellschaft, Luzern",,209
4900,pyr_210,592,Concert,18770728,"Luzern, Jesuitengymnasium",Ms.N.46 6.3 3,"Musikschule, Luzern","Flemming, Friedrich Ferdinand",210
4901,,,,,,,,"Abt, Franz",
4902,,,,,,,,"Weber, Carl Maria von",
4903,,,,,,,,"Gordigiani, Luigi",
4904,,,,,,,,"Kücken, Friedrich Wilhelm",
4905,,,,,,,,"Bogler, Bernhard",
4906,,,,,,,,"Schubert, Franz",
4907,,,,,,,,"Marschner, Heinrich August",
4908,,,,,,,,"Jensen, Adolf",
4909,,,,,,,,"Schumann, Robert",
4910,pyr_211,593,Concert,18770729,"Luzern, Jesuitenkirche",Ms.N.46 6.3 3,,"Reissiger, Carl Gottlieb",211
4911,,,,,"Luzern, Marianischer Saal im Jesuitengymnasium",,,"Schumann, Robert",
4912,,,,,,,,"Hünten, Franz",
4913,,,,,,,,"Kuhn, Ed.",
4914,,,,,,,,"Müller, H.",
4915,,,,,,,,"Proch, Heinrich",
4916,,,,,,,,"Arban, Jean-Baptiste",
4917,,,,,,,,"Keller, Carl",
4918,,,,,,,,"Mendelssohn Bartholdy, Felix",
4919,,,,,,,,"Genée, Richard",
4920,,,,,,,,"Heim, Ignaz",
4921,,,,,,,,"Donizetti, Gaetano",
4922,pyr_212,594,Season,18760000,Luzern,Ms.N.46 6.3 3,"Arnold, Gustav","Schneider, Friedrich",212
4923,pyr_213,,,18770000,,,,"Mozart, Wolfgang Amadeus",213
4924,pyr_214,,,,,,,"Schweitzer, Johannes",214
4925,pyr_215,,,,,,,"André, A.",215
4926,,,,,,,,Moosmair,
4927,,,,,,,,"Gabrieli, Andrea",
4928,,,,,,,,Drobisch,
4929,,,,,,,,"Lotti, Antonio",
4930,,,,,,,,"Cherubini, Luigi",
4931,,,,,,,,"Broër, Ernst",
4932,,,,,,,,"Greith, Carl",
4933,,,,,,,,"Stehle, Johann Gustav Eduard",
4934,,,,,,,,"Palestrina, Giovanni Pierluigi da",
4935,,,,,,,,"Victoria, Tomás Luis de",
4936,,,,,,,,"Hassler, Hans Leo",
4937,,,,,,,,"Seyler, Karl",
4938,,,,,,,,"Kalliwoda, Johann Wenzel",
4939,,,,,,,,"Schöpf, Franz",
4940,,,,,,,,"Naumann, Johann Gottlieb",
4941,,,,,,,,"Righini, Vincenzo",
4942,,,,,,,,"Vogler, Georg Joseph",
4943,pyr_216,595,Concert,18770915,"Luzern, Casino-Saal",Ms.N.46 6.3 3,"Vaillant, Marguerite","Martini, Johann Paul Aegidius",216
4944,,,,,,,,"Goltermann, Georg",
4945,,,,,,,,"Schumann, Robert",
4946,,,,,,,,"Rubinštejn, Anton Grigor'evič",
4947,,,,,,,,"Chopin, Fryderyk Franciszek",
4948,,,,,,,,"Wagner, Richard",
4949,,,,,,,,"Donizetti, Gaetano",
4950,,,,,,,,"Heller, Stephen",
4951,,,,,,,,"Haydn, Joseph",
4952,,,,,,,,"Adam, Adolphe",
4953,pyr_217,596,Concert,18771226,"Luzern, Hotel National",Ms.N.46 6.3 3,"Caecilienverein, Luzern","Weber, Carl Maria von",217
4954,pyr_218,,,,,,,"Kuntze, Carl",218
4955,pyr_219,,,,,,,"Brahms, Johannes",219
4956,pyr_220,,,,,,,"Mendelssohn Bartholdy, Felix",220
4957,,,,,,,,"Silcher, Friedrich",
4958,,,,,,,,"Titl, Anton Emil",
4959,,,,,,,,"Dorn, A.",
4960,,,,,,,,"Suppè, Franz von",
4961,pyr_221,597,Concert,18780108,"Luzern, Theater",Ms.N.46 6.3 3,"Caecilienverein, Luzern","Händel, Georg Friedrich",221
4962,,,,,,,"Theater- und Musikliebhabergesellschaft, Luzern",,
4963,,,,,,,"Arnold, Gustav",,
4964,,,,,,,"Wäffler, Hans",,
4965,pyr_222,598,Concert,18780319,"Luzern, Theater",Ms.N.46 6.3 3,"Caecilienverein, Luzern","Mozart, Wolfgang Amadeus",222
4966,,,,,,,"Theater- und Musikliebhabergesellschaft, Luzern","Rossini, Gioachino",
4967,,,,,,,"Arnold, Gustav","Mengal, Martin-Joseph",
4968,,,,,,,,"Mendelssohn Bartholdy, Felix",
4969,,,,,,,,"Saint-Saëns, Camille",
4970,,,,,,,,"Schumann, Robert",
4971,,,,,,,,"Rubinštejn, Anton Grigor'evič",
4972,pyr_223,599,Concert,18780414,"Luzern, Marianischer Saal im Jesuitengymnasium",Ms.N.46 6.3 3,,"Vogel, Johann Christoph",223
4973,pyr_224,,,,,,,"Salieri, Antonio",224
4974,,,,,,,,"Steckmest, H.",
4975,,,,,,,,"Reichardt, Alexander",
4976,,,,,,,,"Schubert, Franz",
4977,,,,,,,,"Weber, Johann Rudolf",
4978,,,,,,,,"Haydn, Joseph",
4979,,,,,,,,"Rheinberger, Josef Gabriel",
4980,,,,,,,,"Burgmüller, Friedrich",
4981,,,,,,,,"Gartz, Friedrich",
4982,,,,,,,,"Keller, E.",
4983,pyr_225,600,Concert,18780419,"Luzern, Jesuitenkirche",Ms.N.46 6.3 3,"Caecilienverein, Luzern","Spohr, Louis",225
4984,,,,,,,"Theater- und Musikliebhabergesellschaft, Luzern",,
4985,pyr_226,601,Concert,18780428,"Luzern, Theater",Ms.N.46 6.3 3,"Theater- und Musikliebhabergesellschaft, Luzern","Gade, Niels Wilhelm",226
4986,,,,,,,"Arnold, Gustav","Mozart, Wolfgang Amadeus",
4987,,,,,,,Kempter-Léonoff (Mme),"Chopin, Fryderyk Franciszek",
4988,,,,,,,,"Boccherini, Luigi",
4989,,,,,,,,"Schumann, Robert",
4990,,,,,,,,"Mendelssohn Bartholdy, Felix",
4991,,,,,,,,Guiraud,
4992,pyr_227,602,Concert,18780602,"Luzern, Jesuitenkirche",Ms.N.46 6.3 3,"Caecilienverein, Aarau","Schnyder, Christoph",227
4993,,,,,,,"Liedertafel, Basel","Attenhofer, Carl",
4994,,,,,,,"Liedertafel, Bern","Weber, Carl Maria von",
4995,,,,,,,"Liederkranz, Burgdorf","Ecker, Karl",
4996,,,,,,,"Liedertafel, Luzern","Reinecke, Carl",
4997,,,,,,,"Männerchor, Olten","Veit, Václav",
4998,,,,,,,"Stadtsängerverein, Winterthur","Rubinštejn, Anton Grigor'evič",
4999,,,,,,,"Sängerverein Harmonie, Zürich","Silcher, Friedrich",
5000,,,,,,,"Männerchor, Zürich","Kreutzer, Conradin",
5001,,,,,,,"Theater- und Musikliebhabergesellschaft, Luzern","Fischer, Carl Ludwig",
5002,,,,,,,,"Hegar, Friedrich",
5003,,,,,,,,"Munzinger, Karl",
5004,,,,,,,,"Huber, Hans",
5005,,,,,,,,"Abt, Franz",
5006,pyr_228,603,Concert,18780727,"Luzern, Jesuitengymnasium",Ms.N.46 6.3 3,"Musikschule, Luzern","Otto, Julius",228
5007,,,,,,,,"Händel, Georg Friedrich",
5008,,,,,,,,"Kücken, Friedrich Wilhelm",
5009,,,,,,,,"Flotow, Friedrich von",
5010,,,,,,,,"Reinecke, Carl",
5011,,,,,,,,"Balfe, Michael William",
5012,,,,,,,,"Haydn, Joseph",
5013,,,,,,,,"Schnyder von Wartensee, Franz Xaver",
5014,,,,,,,,"Gumbert, Ferdinand",
5015,,,,,,,,"Schumann, Robert",
5016,,,,,,,,"Mozart, Wolfgang Amadeus",
5017,,,,,,,,"Rossi, Francesco",
5018,,,,,,,,"Gade, Niels Wilhelm",
5019,pyr_229,604,Concert,18780728,"Luzern, Jesuitenkirche",Ms.N.46 6.3 3,,"Mozart, Wolfgang Amadeus",229
5020,,,,,"Luzern, Marianischer Saal im Jesuitengymnasium",,,"Heim, Ignaz",
5021,,,,,,,,"Steckmest, H.",
5022,,,,,,,,"Lachner, Franz Paul",
5023,,,,,,,,"Mendelssohn Bartholdy, Felix",
5024,,,,,,,,"Schletterer, Hans Michael",
5025,,,,,,,,"Leybach, Ignace Xavier Joseph",
5026,,,,,,,,"Genée, Richard",
5027,,,,,,,,"Auber, Daniel-François-Esprit",
5028,pyr_230,605,Season,18770000,Luzern,Ms.N.46 6.3 3,"Arnold, Gustav","Vogler, Georg Joseph",230
5029,pyr_231,,,18780000,,,,"Mozart, Wolfgang Amadeus",231
5030,pyr_232,,,,,,,"Schweitzer, Johannes",232
5031,pyr_233,,,,,,,"Gounod, Charles-François",233
5032,,,,,,,,"Neukomm, Sigismund",
5033,,,,,,,,"Stadler, Maximilian",
5034,,,,,,,,"Führer, Robert",
5035,,,,,,,,"Schneider, Friedrich",
5036,,,,,,,,"Hassler, Hans Leo",
5037,,,,,,,,"Lotti, Antonio",
5038,,,,,,,,"Haydn, Joseph",
5039,,,,,,,,"Schöpf, Franz",
5040,,,,,,,,"Seyler, Karl",
5041,,,,,,,,"Cherubini, Luigi",
5042,,,,,,,,"Beethoven, Ludwig van",
5043,,,,,,,,"Witt, Franz Xaver",
5044,,,,,,,,"Greith, Carl",
5045,,,,,,,,"Gabrieli, Andrea",
5046,,,,,,,,Drobisch,
5047,,,,,,,,"Palestrina, Giovanni Pierluigi da",
5048,,,,,,,,"Kaim, Adolf",
5049,,,,,,,,"Stehle, Johann Gustav Eduard",
5050,pyr_234,606,Season,18781226,Luzern,Ms.N.46 6.3 3,"Caecilienverein, Luzern",Thomaschek,234
5051,,,,,,,,Kückle,
5052,,,,,,,,Strauss,
5053,,,,,,,,"Thomas, Ambroise",
5054,,,,,,,,"Mendelssohn Bartholdy, Felix",
5055,,,,,,,,Dürkop,
5056,,,,,,,,"Gounod, Charles-François",
5057,,,,,,,,"Schäffer, August",
5058,,,,,,,,"Genée, Richard",
5059,,,,,,,,"Lux, Friedrich",
5060,pyr_235,607,Concert,18790105,"Luzern, Theater",Ms.N.46 6.3 3,"Caecilienverein, Luzern","Gluck, Christoph Willibald",235
5061,,,,,,,"Theater- und Musikliebhabergesellschaft, Luzern","Wagner, Richard",
5062,,,,,,,"Arnold, Gustav","Mozart, Wolfgang Amadeus",
5063,,,,,,,"Hegar-Volkart, Albertine","Schumann, Robert",
5064,,,,,,,,"Chopin, Fryderyk Franciszek",
5065,,,,,,,,"Bruch, Max",
5066,,,,,,,,"Haydn, Joseph",
5067,,,,,,,,"Mendelssohn Bartholdy, Felix",
5068,,,,,,,,"Kretschmer, Edmund",
5069,pyr_236,608,Concert,18790201,"Luzern, Schweizerhof",Ms.N.46 6.3 3,"Liedertafel, Luzern","Weber, Carl Maria von",236
5070,pyr_237,,,,,,,"Lachner, Franz Paul",237
5071,pyr_238,,,,,,,"Mendelssohn Bartholdy, Felix",238
5072,pyr_239,,,,,,,"Abt, Franz",239
5073,,,,,,,,"Otto, Julius",
5074,,,,,,,,"Kéler, Béla",
5075,,,,,,,,"Mozart, Wolfgang Amadeus",
5076,,,,,,,,"Gumbert, Ferdinand",
5077,,,,,,,,"Flotow, Friedrich von",
5078,,,,,,,,Conradi,
