line_no,image file,doc_no,type,date,place,shelfmark,names_int,names_comp,image no.
8129,,,,,,,"Peyer, Maria","Brahms, Johannes",
8130,,,,,,,"Wagner, Karl Theo","Weber, Carl Maria von",
8131,,,,,,,"Schmidt, Werner Herbert","Wagner, Richard",
8132,,,,,,,"Urban, Ria",,
8133,,,,,,,"Schmid, Philipp",,
8134,,,,,,,"Hilber, Johann Baptist",,
8135,,,,,,,"Schmid-Reuss, Kurt",,
8136,,,,,,,"Ruziczka, Walter",,
8137,,,,,,,"Kaufmann, Erich",,
8138,pyr_091,1014,Concert,19320218,"Luzern, Theater","T.a 276,2","Peyer, Maria","Haydn, Joseph",091
8139,,,,,,,"Casadio, Arturo","Beethoven, Ludwig van",
8140,,,,,,,"Mercenati, Giuseppe","Brahms, Johannes",
8141,,,,,,,"Heim, Gustav",,
8142,,,,,,,"Ruziczka, Walter",,
8143,,,,,,,Luzerner Streichquartett,,
8144,,,,,,,"Kessler, Johannes",,
8145,,,,,,,"Pethes, Otto",,
8146,,,,,,,"Kuyken, Johannes",,
8147,,,,,,,"Rüegsegger, Ernst",,
8148,pyr_092,1015,Concert,19320225,"Luzern, Theater","T.a 276,2","Stadtorchester, Luzern","Haydn, Joseph",092
8149,,,,,,,"Schulze-Reudnitz, Richard",,
8150,,,,,,,"Egli-Bloch, Gretel",,
8151,,,,,,,"Kaufmann, Erich",,
8152,pyr_093,1016,Concert,19320317,"Luzern, Theater","T.a 276,2","Stadtorchester, Luzern","Mendelssohn Bartholdy, Felix",093
8153,,,,,,,"Schulze-Reudnitz, Richard","Mozart, Wolfgang Amadeus",
8154,,,,,,,"Maischhofer, Bruno","Beethoven, Ludwig van",
8155,pyr_094,1017,Saison,19321013,"Luzern, Hotel Union","T.a 276,2","Allgemeine Musikgesellschaft, Luzern","Balmer, Luc",094
8156,pyr_095,,,19321020,"Luzern, Theater",,"Schulze-Reudnitz, Richard","Mozart, Wolfgang Amadeus",095
8157,pyr_096,,,19321103,,,"Nabholz, Philipp","Schubert, Franz",096
8158,pyr_097,,,19321117,,,"Stadtorchester, Luzern","Mahler, Gustav",097
8159,,,,19321201,,,"Baehr, Alice","Mendelssohn Bartholdy, Felix",
8160,,,,19321210,,,"Hilber, Johann Baptist","Grieg, Edvard",
8161,,,,19330105,,,"Balmer, Luc","Lully, Jean-Baptiste",
8162,,,,19320112,,,Luzerner Streichquartett,"Bach, Wilhelm Friedemann",
8163,,,,19320126,,,"Serkin, Rudolf","Telemann, Georg Philipp",
8164,,,,19330202,,,"Morel, Fritz","Couperin, François",
8165,,,,19330209,,,"Kessler, Johannes","Rameau, Jean-Philippe",
8166,,,,19330216,,,"Altmann, Otto","Bach, Johann Sebastian",
8167,,,,19330309,,,Tanzschule Roloff-Mandrino,"Massenet, Jules",
8168,,,,19330316,,,"Hartmann, Bice","Verdi, Giuseppe",
8169,,,,,,,Tanzschule Trud und Milo Scoob-Hager,"Ernst, Heinrich Wilhelm",
8170,,,,,,,"Helfer, Willy","Puccini, Giacomo",
8171,,,,,,,"Busch, Adolf","Bizet, Georges",
8172,,,,,,,"Stiftschor, Luzern","Čajkovskij, Pëtr Il'ič",
8173,,,,,,,"Privatchor, Luzern","Saint-Saëns, Camille",
8174,,,,,,,"Grüter, Fanny","Doret, Gustave",
8175,,,,,,,"Clavadetscher, Emilie","Gagnebin, Henri",
8176,,,,,,,"Wyss, Berta","Benner, Paul",
8177,,,,,,,"Frey, Noël","David, Karl Heinrich",
8178,,,,,,,"Köglmair, Betty","Jaques-Dalcroze, Emile",
8179,,,,,,,"Rüegsegger, Ernst","Brahms, Johannes",
8180,,,,,,,"Hirt, Franz Josef","Schumann, Robert",
8181,,,,,,,,"Huber, Hans",
8182,,,,,,,,"Volkmann, Robert",
8183,,,,,,,,"Liszt, Franz",
8184,,,,,,,,"Poenitz, Franz",
8185,,,,,,,,"Smetana, Bedřich",
8186,,,,,,,,"Honegger, Arthur",
8187,,,,,,,,"Franck, César",
8188,pyr_098,1018,Concert,19321013,"Luzern, Theater","T.a 276,2","Stadtorchester, Luzern","Beethoven, Ludwig van",098
8189,pyr_099,,,,,,"Schulze-Reudnitz, Richard",,099
8190,,,,,,,"Baehr, Alice",,
8191,,,,,,,"Hilber, Johann Baptist",,
8192,pyr_100,1019,Concert,19321020,"Luzern, Theater","T.a 276,2",Luzerner Streichquartett,"Balmer, Luc",100
8193,,,,,,,"Kessler, Johannes","Mozart, Wolfgang Amadeus",
8194,,,,,,,"Pethes, Otto","Schubert, Franz",
8195,,,,,,,"Biró, Miklós",,
8196,,,,,,,"Rüegsegger, Ernst",,
8197,pyr_101,1020,Concert,19321103,"Luzern, Theater","T.a 276,2","Stadtorchester, Luzern","Schubert, Franz",101
8198,,,,,,,"Schulze-Reudnitz, Richard","Beethoven, Ludwig van",
8199,,,,,,,"Serkin, Rudolf","Mendelssohn Bartholdy, Felix",
8200,,,,,,,,"Grieg, Edvard",
8201,pyr_102,1021,Concert,19321117,"Luzern, Theater","T.a 276,2","Stadtorchester, Luzern","Telemann, Georg Philipp",102
8202,,,,,,,"Schulze-Reudnitz, Richard","Bach, Wilhelm Friedemann",
8203,,,,,,,"Morel, Fritz","Vivaldi, Antonio",
8204,,,,,,,"Krieger, Karl","Rameau, Jean-Philippe",
8205,,,,,,,"Kessler, Johannes","Couperin, François",
8206,,,,,,,,"Daquin, Louis-Claude",
8207,,,,,,,,"Bach, Johann Sebastian",
8208,pyr_103,1022,Concert,19321201,"Luzern, Theater","T.a 276,2","Stadtorchester, Luzern","Massenet, Jules",103
8209,,,,,,,"Schulze-Reudnitz, Richard","Verdi, Giuseppe",
8210,,,,,,,"Wermelinger, Anton","Ernst, Heinrich Wilhelm",
8211,,,,,,,"Altmann, Otto","Puccini, Giacomo",
8212,,,,,,,,"Bizet, Georges",
8213,pyr_104,1023,Concert,19321210,"Luzern, Theater","T.a 276,2","Stadtorchester, Luzern","Čajkovskij, Pëtr Il'ič",104
8214,,,,,,,"Schulze-Reudnitz, Richard","Mozart, Wolfgang Amadeus",
8215,,,,,,,"Hartmann, Bice","Saint-Saëns, Camille",
8216,,,,,,,Tanzschule Roloff-Mandrino,,
8217,,,,,,,Tanzschule Trud und Milo Scoob-Hager,,
8218,,,,,,,"Stocker, Berthe",,
8219,,,,,,,"Stettler-König, Elisabeth",,
8220,pyr_105,1024,Concert,19330105,"Luzern, Theater","T.a 276,2","Helfer, Willy","Beethoven, Ludwig van",105
8221,,,,,,,Luzerner Streichquartett,,
8222,,,,,,,"Kessler, Johannes",,
8223,,,,,,,"Pethes, Otto",,
8224,,,,,,,"Biró, Miklós",,
8225,,,,,,,"Rüegsegger, Ernst",,
8226,pyr_106,1025,Concert,19330112,"Luzern, Hotel Union","T.a 276,2","Stadtorchester, Luzern","Wagner, Richard",106
8227,,,,,,,"Schulze-Reudnitz, Richard","Beethoven, Ludwig van",
8228,,,,,,,"Busch, Adolf","Bach, Johann Sebastian",
8229,,,,,,,,"Čajkovskij, Pëtr Il'ič",
8230,pyr_107,1026,Concert,19330126,"Luzern, Theater","T.a 276,2","Stadtorchester, Luzern","Doret, Gustave",107
8231,,,,,,,"Schulze-Reudnitz, Richard","Gagnebin, Henri",
8232,,,,,,,"Corridori, Lucia","Thöni, Werner",
8233,,,,,,,"Frey, Noël","Benner, Paul",
8234,,,,,,,"Thöni, Werner","Jaques-Dalcroze, Emile",
8235,,,,,,,"Helfer, Willy",,
8236,,,,,,,"Mercenati, Giuseppe",,
8237,,,,,,,"Ruziczka, Walter",,
8238,,,,,,,"Stiftschor, Luzern",,
8239,pyr_108,1027,Concert,19330202,"Luzern, Theater","T.a 276,2","Allgemeine Musikgesellschaft, Luzern","Brahms, Johannes",108
8240,pyr_109,,,,,,"Nabholz, Philipp",,109
8241,,,,,,,"Privatchor, Luzern",,
8242,,,,,,,"Stocker, Berthe",,
8243,,,,,,,"Dubach, Johanna Caecilia",,
8244,pyr_110,1028,Concert,19330216,"Luzern, Theater","T.a 276,2",Luzerner Streichquartett,"Schumann, Robert",110
8245,,,,,,,"Kessler, Johannes","Saint-Saëns, Camille",
8246,,,,,,,"Pethes, Otto","Huber, Hans",
8247,,,,,,,"Biró, Miklós","Brahms, Johannes",
8248,,,,,,,"Rüegsegger, Ernst",,
8249,,,,,,,"Grüter, Fanny",,
8250,,,,,,,"Clavadetscher, Emilie",,
8251,,,,,,,"Cybula, Moryc",,
8252,,,,,,,"Hengartner, Fritz",,
8253,pyr_111,1029,Concert,19330309,"Luzern, Theater","T.a 276,2","Stadtorchester, Luzern","Volkmann, Robert",111
8254,,,,,,,"Schulze-Reudnitz, Richard","Liszt, Franz",
8255,,,,,,,"Wyss, Berta","Poenitz, Franz",
8256,,,,,,,"Frey, Noël","Beethoven, Ludwig van",
8257,,,,,,,"Köglmair, Betty","Smetana, Bedřich",
8258,,,,,,,"Rüegsegger, Ernst",,
8259,pyr_112,1030,Concert,19330316,"Luzern, Theater","T.a 276,2","Stadtorchester, Luzern","Mozart, Wolfgang Amadeus",112
8260,,,,,,,"Schulze-Reudnitz, Richard","Honegger, Arthur",
8261,,,,,,,"Honegger, Arthur","Franck, César",
8262,,,,,,,"Hirt, Franz Josef","Liszt, Franz",
8263,pyr_113,1031,Season,19331012,"Luzern, Kongresshaus","T.a 276,2","Allgemeine Musikgesellschaft, Luzern","Schumann, Robert",113
8264,pyr_114,,,19331019,"Luzern, Theater",,"Stadtorchester, Luzern","Beethoven, Ludwig van",114
8265,pyr_115,,,19331026,,,"Schulze-Reudnitz, Richard","Mozart, Wolfgang Amadeus",115
8266,pyr_116,,,19331102,,,"Hilber, Johann Baptist","Wolf, Hugo",116
8267,,,,19331130,,,Luzerner Streichquartett,"Brahms, Johannes",
8268,,,,19331207,,,"Kessler, Johannes","Weber, Carl Maria von",
8269,,,,19340111,,,"Pethes, Otto","Quantz, Johann Joachim",
8270,,,,19340118,,,"Biró, Miklós","Sibelius, Jean",
8271,,,,19340125,,,"Rüegsegger, Ernst","Paganini, Nicolò",
8272,,,,19340207,,,"Heim, Elisabeth","Verdi, Giuseppe",
8273,,,,19340315,,,"Graumnitz, Fritz","Rossini, Gioachino",
8274,,,,19340222,,,"Hemmann, Max","Dvořák, Antonín",
8275,,,,19340301,,,"Troller, O.","Čajkovskij, Pëtr Il'ič",
8276,,,,19340308,,,"Schmidt, H. W.","Liszt, Franz",
8277,,,,,,,"Schnyder, Hedwig","Schulze-Reudnitz, Richard",
8278,,,,,,,"Fahrni, Hélène","Rheinberger, Josef Gabriel",
8279,,,,,,,"Mercenati, Giuseppe","Wehrli, Werner",
8280,,,,,,,"Helfer, Willy","Händel, Georg Friedrich",
8281,,,,,,,"Casadio, Arturo","Lalo, Edouard",
8282,,,,,,,"Ruziczka, Walter","Schubert, Franz",
8283,,,,,,,"Bertoni, Siro","Kodály, Zoltán",
8284,,,,,,,"Stettler-König, Elisabeth","Strauss, Richard",
8285,,,,,,,"Biró, Miklós","Granados, Enrique",
8286,,,,,,,"Brégy, Wiktor","Stravinskij, Igor' Fëdorovič",
8287,,,,,,,"Stocker, Berthe",,
8288,,,,,,,"Delius, Elisabeth",,
8289,,,,,,,"Brégy, Wiktor",,
8290,,,,,,,"Fischer, Res",,
8291,,,,,,,"Baust, Peter",,
8292,,,,,,,"Rössel, Willy",,
8293,,,,,,,"Stiftschor, Luzern",,
8294,,,,,,,"Konzertverein, Luzern",,
8295,,,,,,,"Franziskanerchor, Luzern",,
8296,,,,,,,"Pauluschor, Luzern",,
8297,,,,,,,"Kirchenchor St. Karl, Luzern",,
8298,,,,,,,"Frey, Walter",,
8299,,,,,,,"Breitenbach, Josef",,
8300,,,,,,,"Krieger, Karl",,
8301,,,,,,,"Hengartner, Max",,
8302,,,,,,,"Kötscher-Welti, Eva",,
8303,,,,,,,"Sidler, Kurt",,
8304,,,,,,,"Rubinstein, Arthur",,
8305,pyr_117,1032,Concert,19331130,"Luzern, Theater","T.a 276,2","Stadtorchester, Luzern","Dvořák, Antonín",117
8306,pyr_118,,,,,,"Schulze-Reudnitz, Richard","Puccini, Giacomo",118
8307,,,,,,,"Brégy, Wiktor","Massenet, Jules",
8308,,,,,,,"Rüegsegger, Ernst","Duparc, Henri",
8309,,,,,,,"Wyss, Berta","Bizet, Georges",
8310,,,,,,,,"Falla, Manuel de",
8311,,,,,,,,"Berlioz, Hector",
8312,pyr_119,1033,Concert,19331209,"Luzern, Kunst- und Kongresshaus","T.a 276,2","Allgemeine Musikgesellschaft, Luzern","Strauss, Richard",119
8313,pyr_120,,,19331210,,,"Kammerorchester, Luzern","Wendel, E.",120
8314,pyr_121,,,,,,"Liedertafel, Luzern","Mendelssohn Bartholdy, Felix",121
8315,pyr_122,,,,,,"Männerchor, Luzern","Bach, Johann Sebastian",122
8316,,,,,,,"Sängerverein Frohsinn, Luzern","Händel, Georg Friedrich",
8317,,,,,,,"Konzertverein, Luzern",,
8318,,,,,,,"Schulze-Reudnitz, Richard",,
8319,,,,,,,"Schnyder, Paul",,
8320,,,,,,,"Hilber, Johann Baptist",,
8321,,,,,,,"Breitenbach, Josef",,
8322,,,,,,,"Hengartner, Max",,
8323,,,,,,,"Rehfuss, Carl",,
8324,pyr_123,1034,Concert,19340111,"Luzern, Kunst- und Kongresshaus","T.a 276,2","Stadtorchester, Luzern","Beethoven, Ludwig van",123
8325,,,,,,,"Kammerorchester, Luzern",,
8326,,,,,,,"Schulze-Reudnitz, Richard",,
8327,,,,,,,"Delius, Elisabeth",,
8328,,,,,,,"Fischer, Lore",,
8329,,,,,,,"Baust, Peter",,
8330,,,,,,,"Rössel, Willy",,
8331,,,,,,,"Stiftschor, Luzern",,
8332,,,,,,,"Franziskanerchor, Luzern",,
8333,,,,,,,"Kirchenchor St. Karl, Luzern",,
8334,,,,,,,"Liederkranz, Luzern",,
8335,,,,,,,"Konzertverein, Luzern",,
8336,pyr_124,1035,Concert,19340308,"Luzern, Kunst- und Kongresshaus","T.a 276,2","Stadtorchester, Luzern","Strauss, Richard",124
8337,,,,,,,"Stadtorchester, Winterthur","Čajkovskij, Pëtr Il'ič",
8338,,,,,,,"Schulze-Reudnitz, Richard","Albéniz, Isaac",
8339,,,,,,,"Rubinstein, Arthur","Mompou, Federico",
8340,,,,,,,,"Falla, Manuel de",
8341,pyr_125,1036,Concert,19340315,"Luzern, Kunst- und Kongresshaus","T.a 276,2","Schulze-Reudnitz, Richard","Haydn, Joseph",125
8342,,,,,,,,"Wehrli, Werner",
8343,pyr_126,1037,Concert,19340405,"Luzern, Kunst- und Kongresshaus","T.a 276,2","Weingartner, Felix","Beethoven, Ludwig van",126
8344,,,,,,,"Stadtorchester, Winterthur",,
8345,pyr_127,1038,Season,19341004,"Luzern, Kunst- und Kongresshaus","T.a 276,2","Schulze-Reudnitz, Richard","Bach, Johann Sebastian",127
8346,pyr_128,,,19341018,"Luzern, Hotel Union",,"Denzler, Robert F.","Beethoven, Ludwig van",128
8347,pyr_129,,,19341025,"Luzern, Theater",,"Krannhals, Alexander","Schubert, Franz",129
8348,pyr_130,,,19341115,,,"Stadtorchester, Luzern","Mozart, Wolfgang Amadeus",130
8349,,,,19341122,,,Luzerner Streichquartett,"Respighi, Ottorino",
8350,,,,19341129,,,"Kessler, Johannes","Debussy, Claude",
8351,,,,19341204,,,"Pethes, Otto","Čajkovskij, Pëtr Il'ič",
8352,,,,19350110,,,"Biró, Miklós","Graener, Paul",
8353,,,,19350124,,,"Rüegsegger, Ernst","Wermelinger, Anton",
8354,,,,19350207,,,"Busch, Adolf","Schönberg, Arnold",
8355,,,,19350202,,,"Serkin, Rudolf","Saint-Saëns, Camille",
8356,,,,19350216,,,"Bühler, Friedel","Händel, Georg Friedrich",
8357,,,,19350314,,,"Heim-Gehring, Emilie","Chopin, Fryderyk Franciszek",
8358,,,,19350328,,,"Burkard, Nelly","Hilber, Johann Baptist",
8359,,,,,,,"Barthel, Leo","Ludwig Ferdinand, Prinz von Bayern",
8360,,,,,,,"Wagner, Karl Theo","Trentinaglia, Erardo",
8361,,,,,,,"Heim, Gustav","Franck, César",
8362,,,,,,,"Köglmair, Betty","Strauss, Richard",
8363,,,,,,,"Cybula, Moryc","Gieseking, Walter",
8364,,,,,,,"Polastri, Guido","Verdi, Giuseppe",
8365,,,,,,,"Levoni, Paul","Liszt, Franz",
8366,,,,,,,"Benedetti, René","Rossini, Gioachino",
8367,,,,,,,"Wermelinger, Anton","Meyerbeer, Giacomo",
8368,,,,,,,"Engelberger, Anny","Chabrier, Emmanuel",
8369,,,,,,,"Bucher, Johann Friedrich","Brahms, Johannes",
8370,,,,,,,"Hilber, Johann Baptist","Strauss, Johann",
8371,,,,,,,"Gemischter Chor, Luzern","Suppè, Franz von",
8372,,,,,,,"Frey, Alice","Millöcker, Carl",
8373,,,,,,,"Casadio, Arturo","Offenbach, Jacques",
8374,,,,,,,"Mercenati, Giuseppe","Couperin, François",
8375,,,,,,,"Stähr, Rudolf","Wagner, Richard",
8376,,,,,,,"Onegin, Sigrid","Berlioz, Hector",
8377,,,,,,,"Räber, Clementine","Stravinskij, Igor' Fëdorovič",
8378,,,,,,,"Corridori, Lucia",,
8379,,,,,,,"Stocker, Berthe",,
8380,,,,,,,Tanzschule Roloff-Mandrino,,
8381,,,,,,,"Gloor, Max",,
8382,pyr_131,1039,Concert,19341004,"Luzern, Kunst- und Kongresshaus","T.a 276,2","Busch, Adolf","Bach, Johann Sebastian",131
8383,,,,,,,"Serkin, Rudolf","Beethoven, Ludwig van",
8384,,,,,,,,"Schubert, Franz",
8385,pyr_132,1040,Concert,19341115,"Luzern, Theater","T.a 276,2","Stadtorchester, Luzern","Graener, Paul",132
8386,pyr_133,,,,,,"Schulze-Reudnitz, Richard","Wermelinger, Anton",133
8387,,,,,,,"Geyer, Stefi","Schönberg, Arnold",
8388,,,,,,,,"Mozart, Wolfgang Amadeus",
8389,pyr_134,1041,Season,19350909,"Luzern, Kunst- und Kongresshaus","T.a 276,2","Schulze-Reudnitz, Richard","Brahms, Johannes",134
8390,pyr_135,,,19351010,"Luzern, Theater",,"Hirt, Franz Josef","Mozart, Wolfgang Amadeus",135
8391,pyr_136,,,19351024,"Luzern, Hotel Union",,"Wermelinger, Anton","Meyerbeer, Giacomo",136
8392,pyr_137,,,19351107,,,Luzerner Streichquartett,"Ravel, Maurice",137
8393,,,,19351121,,,"Kessler, Johannes","Beethoven, Ludwig van",
8394,,,,19351205,,,"Pethes, Otto","Haydn, Joseph",
8395,,,,19351212,,,"Caprara, Lionello","Schumann, Robert",
8396,,,,19360116,,,"Capsoni, Luigi","Mendelssohn Bartholdy, Felix",
8397,,,,19360125,,,"Allgemeine Musikgesellschaft, Luzern","Andreae, Volkmar",
8398,,,,19360206,,,"Stadtorchester, Luzern","Dvořák, Antonín",
8399,,,,19360213,,,"Onegin, Sigrid","Ries, Hubert",
8400,,,,19360305,,,"Tonhalle-Orchester, Zürich","Wermelinger, Anton",
8401,,,,19360319,,,"Kursaal-Orchester, Luzern","Schoeck, Othmar",
8402,,,,,,,"Bender, Gertrud","Liszt, Franz",
8403,,,,,,,"Margoler, Jakob","Busoni, Ferruccio",
8404,,,,,,,"Ribaupierre, André de","Bruckner, Anton",
8405,,,,,,,"Baumgartner, Paul","Volkmann, Robert",
8406,,,,,,,"Wagner, Karl Theo","Pierné, Gabriel",
8407,,,,,,,"Hilber, Johann Baptist",Gershwin,
8408,,,,,,,"Mercenati, Giuseppe","Strauss, Richard",
8409,,,,,,,"Backhaus, Wilhelm","Suppè, Franz von",
8410,,,,,,,"Köglmair, Betty","Schubert, Franz",
8411,,,,,,,"Krieger, Karl","Bach, Johann Christian",
8412,,,,,,,"Stocker, Berthe","Weber, Carl Maria von",
8413,,,,,,,Tanzschule Bice Hartmann,"Rachmaninov, Sergej Vasil'evič",
8414,,,,,,,"Rothpletz, Fred","Čajkovskij, Pëtr Il'ič",
8415,,,,,,,"Ferber, Albert","Beck, Conrad",
8416,,,,,,,Bentz-Quartett,"Geiser, Walther",
8417,,,,,,,,"Moser, Rudolf",
8418,,,,,,,,"Brenn, Franz",
8419,pyr_138,1042,Concert,19350909,"Luzern, Kunst- und Kongresshaus","T.a 276,2","Tonhalle-Orchester, Zürich","Brahms, Johannes",138
8420,pyr_139,,,,,,"Stadtorchester, Luzern","Mozart, Wolfgang Amadeus",139
8421,,,,,,,"Kursaal-Orchester, Luzern","Meyerbeer, Giacomo",
8422,,,,,,,"Onegin, Sigrid","Ravel, Maurice",
8423,,,,,,,"Wermelinger, Anton",,
8424,pyr_140,1043,Concert,19351024,"Luzern, Theater","T.a 276,2","Stadtorchester, Luzern","Schumann, Robert",140
8425,,,,,,,"Schulze-Reudnitz, Richard","Mendelssohn Bartholdy, Felix",
8426,,,,,,,"Ribaupierre, André de","Saint-Saëns, Camille",
8427,,,,,,,,"Svendsen, Johan",
8428,pyr_141,1044,Concert,19351121,"Luzern, Theater","T.a 276,2",Luzerner Streichquartett,"Beethoven, Ludwig van",141
8429,,,,,,,"Kessler, Johannes","Brahms, Johannes",
8430,,,,,,,"Pethes, Otto","Haydn, Joseph",
8431,,,,,,,"Caprara, Lionello",,
8432,,,,,,,"Capsoni, Luigi",,
8433,,,,,,,"Hilber, Johann Baptist",,
8434,,,,,,,"Mercenati, Giuseppe",,
8435,pyr_142,1045,Concert,19351205,"Luzern, Kunst- und Kongresshaus","T.a 276,2","Stadtorchester, Luzern","Brahms, Johannes",142
8436,pyr_143,,,,,,"Tonhalle-Orchester, Zürich","Chopin, Fryderyk Franciszek",143
8437,,,,,,,"Schulze-Reudnitz, Richard","Bruckner, Anton",
8438,,,,,,,"Backhaus, Wilhelm",,
8439,pyr_144,1046,Concert,19360116,"Luzern, Theater","T.a 276,2","Stadtorchester, Luzern","Strauss, Richard",144
8440,,,,,,,"Schulze-Reudnitz, Richard","Ravel, Maurice",
8441,,,,,,,"Hirt, Franz Josef","Mozart, Wolfgang Amadeus",
8442,pyr_145,1047,Concert,19360206,"Luzern, Theater","T.a 276,2",Luzerner Streichquartett,"Schubert, Franz",145
8443,,,,,,,"Kessler, Johannes","Bach, Johann Christian",
8444,,,,,,,"Pethes, Otto","Mozart, Wolfgang Amadeus",
8445,,,,,,,"Caprara, Lionello",,
8446,,,,,,,"Capsoni, Luigi",,
8447,,,,,,,"Stocker, Berthe",,
8448,pyr_146,1048,Concert,19360305,"Luzern, Theater","T.a 276,2","Stadtorchester, Luzern","Weber, Carl Maria von",146
8449,,,,,,,"Schulze-Reudnitz, Richard","Mozart, Wolfgang Amadeus",
8450,,,,,,,"Rothpletz, Fred","Beethoven, Ludwig van",
8451,pyr_147,1049,Concert,19360319,"Luzern, Theater","T.a 276,2","Stadtorchester, Luzern","Beethoven, Ludwig van",147
8452,,,,,,,"Schulze-Reudnitz, Richard","Čajkovskij, Pëtr Il'ič",
8453,,,,,,,"Ferber, Albert",,
8454,pyr_148,1050,Season,19361004,"Luzern, Kunst- und Kongresshaus","T.a 276,2","Stadtorchester, Luzern","Bach, Johann Sebastian",148
8455,pyr_149,,,19361022,"Luzern, Theater",,"Allgemeine Musikgesellschaft, Luzern","Rüdinger, Gottfried",149
8456,pyr_150,,,19361105,"Luzern, Hotel Union",,"Schulze-Reudnitz, Richard","Mozart, Wolfgang Amadeus",150
8457,pyr_151,,,19361114,,,"Wermelinger, Anton","Händel, Georg Friedrich",151
8458,,,,19361119,,,"Ansermet, Ernest","Bruckner, Anton",
8459,,,,19361203,,,"Hilber, Johann Baptist","Beethoven, Ludwig van",
8460,,,,19361213,,,Luzerner Streichquartett,"Schubert, Franz",
8461,,,,19370114,,,"Kessler, Johannes","Strauss, Richard",
8462,,,,19370121,,,"Pethes, Otto","Sibelius, Jean",
8463,,,,19370218,,,"Biró, Miklós","Dvořák, Antonín",
8464,,,,19370225,,,"Capsoni, Luigi","Čajkovskij, Pëtr Il'ič",
8465,,,,19370228,,,"Corridori, Lucia","Haydn, Joseph",
8466,,,,19370304,,,"Helbling, Maria","Brahms, Johannes",
8467,,,,19370314,,,"Bauer, Ernest","Hindemith, Paul",
8468,,,,19370318,,,"Rössel, Willy","Frey, Emile",
8469,,,,,,,"Bucher, Johann Friedrich","Hilber, Johann Baptist",
8470,,,,,,,"Mercenati, Giuseppe",David,
8471,,,,,,,"Heim, Gustav","Nabholz, Philipp",
8472,,,,,,,"Ruziczka, Walter","Schlageter, Alfred",
8473,,,,,,,"Levoni, Paul",Suter,
8474,,,,,,,"Schumann, Elisabeth","Schulhoff, Erwin",
8475,,,,,,,"Hengartner, Max","Franck, César",
8476,,,,,,,"Breitenbach, Josef","Wolf-Ferrari, Ermanno",
8477,,,,,,,"Dahinden, Clemens","Mendelssohn Bartholdy, Felix",
8478,,,,,,,"Peyer, Maria","Paganini, Nicolò",
8479,,,,,,,"Lasek, Josef","Bizet, Georges",
8480,,,,,,,"Hirt, Franz Josef","Berlioz, Hector",
8481,,,,,,,"Benda, Lola","Weber, Carl Maria von",
8482,,,,,,,"Hengartner, Max",,
8483,,,,,,,"Liedertafel, Luzern",,
8484,,,,,,,"Konzertverein, Luzern",,
8485,,,,,,,"Frey, Walter",,
8486,pyr_152,1051,Concert,19361004,"Luzern, Kunst- und Kongresshaus","T.a 276,2","Stadtorchester, Luzern","Bruckner, Anton",152
8487,,,,,,,"Hilber, Johann Baptist",,
8488,,,,,,,"Corridori, Lucia",,
8489,,,,,,,"Helbling, Maria",,
8490,,,,,,,"Wettstein, Albert",,
8491,,,,,,,"Rössel, Willy",,
8492,,,,,,,"Bucher, Johann Friedrich",,
8493,,,,,,,"Breitenbach, F.",,
8494,pyr_153,1052,Concert,19361022,"Luzern, Theater","T.a 276,2",Luzerner Streichquartett,"Beethoven, Ludwig van",153
8495,,,,,,,"Kessler, Johannes","Schubert, Franz",
8496,,,,,,,"Pethes, Otto",,
8497,,,,,,,"Biró, Miklós",,
8498,,,,,,,"Capsoni, Luigi",,
8499,,,,,,,"Levoni, Paul",,
8500,,,,,,,"Mercenati, Giuseppe",,
8501,,,,,,,"Heim, Gustav",,
8502,,,,,,,"Ruziczka, Walter",,
8503,pyr_154,1053,Concert,19361105,"Luzern, Theater","T.a 276,2","Stadtorchester, Luzern","Beethoven, Ludwig van",154
8504,pyr_155,,,,,,"Schulze-Reudnitz, Richard","Mozart, Wolfgang Amadeus",155
8505,,,,,,,"Hengartner, Max","Schubert, Franz",
8506,,,,,,,"Schumann, Elisabeth",,
8507,pyr_156,1054,Concert,19361119,"Luzern, Theater","T.a 276,2","Stadtorchester, Luzern","Dvořák, Antonín",156
8508,,,,,,,"Wermelinger, Anton","Čajkovskij, Pëtr Il'ič",
8509,,,,,,,"Dahinden, Clemens",,
8510,pyr_157,1055,Concert,19361203,"Luzern, Theater","T.a 276,2","Stadtorchester, Luzern","Haydn, Joseph",157
8511,,,,,,,"Wermelinger, Anton","Beethoven, Ludwig van",
8512,,,,,,,"Peyer, Maria","Brahms, Johannes",
8513,,,,,,,"Lasek, Josef",,
8514,,,,,,,"Capsoni, Luigi",,
8515,pyr_158,1056,Concert,19361213,"Luzern, Kunst- und Kongresshaus","T.a 276,2","Stadtorchester, Luzern","Honegger, Arthur",158
8516,pyr_159,,,,,,"Kammerorchester, Luzern","Brenn, Franz",159
8517,,,,,,,"Schulze-Reudnitz, Richard","Nabholz, Philipp",
8518,,,,,,,"Engelberger, Anny","Andreae, Volkmar",
8519,,,,,,,"Schnyder, Hedwig","Schlageter, Alfred",
