"BMU DG4 F001428"	"bmu_dg4_f001428"	"1880-1881"	"1881.06.10"	"1 p. ; 28 cm"	"Genève, Coulouvrenière (Théâtre des Bouffes parisiens)"	"La cantinière ; Une nuit blanche"	"Planquette, Robert {RISM:390912} ; Burani, P. ; Ribeyre, Fél. ; Adam"	"Théâtre des Bouffes parisiens ; Grégoire, Baptiste ; Cadet-Grégoire (Mme) ; Desjardins, Blanche ; Grégoire, Joseph ; Grégoire, Victor ; Polydor ; Grégoire, Alphonse ; Roche ; Duchaussoy ; Homberg ; Bonnet ; Florentin ; Fernand ; Estiot ; Spina (Mme) ; Ariani (Mme) ; Eva ; Théo (Mme) ; Florentin (Mme) ; Polydor (Mme) ; Nina ; Guérini (Mme) ; Allemand (Mme)"		"Date présumée"
"BMU DG4 F001429"	"bmu_dg4_f001429"	"1880-1881"	"1881.06.11"	"1 p. ; 27 cm"	"Genève, Coulouvrenière (Théâtre des Bouffes parisiens)"	"Barbe-bleue"	"Offenbach, Jacques {RISM:111831} ; Meilhac, Henri {RISM:86908} ; Halévy, Ludovic {RISM:40918} "	"Théâtre des Bouffes parisiens ; Cadet-Grégoire (Mme) ; Simon-Mey, C. (Mme) ; Grégoire, Joseph ; Grégoire, Alphonse ; Grégoire, Victor ; Grégoire, Baptiste ; Duchaussoy ; Roche ; Henri ; Spina (Mme) ; Eva ; Florentin (Mme) ; Polydor (Mme) ; Fréderic (Mme) ; Guérini (Mme)"		"Date présumée"
"BMU DG4 F001430"	"bmu_dg4_f001430"	"1880-1881"	"1881.06.16"	"1 p. ; 28 cm"	"Genève, Coulouvrenière (Théâtre des Bouffes parisiens)"	"Les brigands"	"Offenbach, Jacques {RISM:111831} ; Meilhac, Henri {RISM:86908} ; Halévy, Ludovic {RISM:40918} "	"Théâtre des Bouffes parisiens ; Cadet-Grégoire (Mme) ; Sichel (Mme) ; Grégoire, Baptiste ; Grégoire, Joseph ; Duchaussoy ; Grégoire, Victor ; Polydor ; Lyonel ; Fernand ; Roche ; Fréderic ; Homberg ; Florentin ; Desjardins (Mlle) ; Spina (Mme) ; Ariani (Mme) ; Théo (Mme) ; Eva ; Polydor (Mme) ; Guérini (Mme) ; Nina"		"Date présumée"
"BMU DG4 F001431"	"bmu_dg4_f001431"	"1880-1881"	"1881.06.17"	"1 p. ; 27 cm"	"Genève, Coulouvrenière (Théâtre des Bouffes parisiens)"	"La vie parisienne"	"Offenbach, Jacques {RISM:111831} ; Meilhac, Henri {RISM:86908} ; Halévy, Ludovic {RISM:40918} "	"Théâtre des Bouffes parisiens ; Cadet-Grégoire (Mme) ; Simon-Mey, C. (Mme) ; Grégoire, Joseph ; Grégoire, Baptiste ; Grégoire, Victor ; Duchaussoy ; Lyonel ; Roche ; Fernand ; Frédéric ; Estiot ; Spina (Mme) ; Ariani (Mme) ; Desjardins (Mme) ; Théo (Mme) ; Eva ; Polydor (Mme) ; Guérini (Mme) ; Florentin (Mme) ; Allemand (Mme) "		"Date présumée"
"BMU DG4 F001432"	"bmu_dg4_f001432"	"1880-1881"	"1881.06.21"	"1 p. ; 28 cm"	"Genève, Coulouvrenière (Théâtre des Bouffes parisiens)"	"La belle Hélène"	"Offenbach, Jacques {RISM:111831} ; Meilhac, Henri {RISM:86908} ; Halévy, Ludovic {RISM:40918} "	"Théâtre des Bouffes parisiens ; Cadet-Grégoire (Mme) ; Grégoire, Joseph ; Grégoire, Victor ; Grégoire, Baptiste ; Lyonel ; Frédéric ; Roche ; Estiot ; Desjardins (Mme) ; Spina (Mme) ; Polydor (Mme) ; Eva ; Théo (Mme) ; Polydor ; Fernand"		"Date présumée"
"BMU DG4 F001280"	"bmu_dg4_f001280"	"1880-1881"	"1881.07.29"	"1 p. ; 35 cm"	"Genève, Cirque Herzog"	"Grande représentation [du] Cirque Herzog"		"Goetze  "		"Date présumée"
"BMU DG4 F001435"	"bmu_dg4_f001435"	"1880-1881"	"1881.08.19"	"1 p. ; 31 cm"	"Genève, Coulouvrenière (Théâtre des Bouffes parisiens)"	"Les Boussigneul"	"Okolowicz ; Marot ; Pouillon ; Philippe"	"Théâtre des Bouffes parisiens ; Cadet-Grégoire (Mme) ; Villa, Clémentine ; Leuters (Mme) ; Fort ; D'orval (Mme) ; Dervaud ; Grégoire, Victor ; Grégoire, Joseph ; Oscar ; Bonnet ; Fernand ; Martinod ; Desjardins (Mme) ; Perrier (Mme) ; Juliette ; Maria"		"Date présumée"
"BMU DG4 F001436"	"bmu_dg4_f001436"	"1880-1881"	"1881.08.21"	"1 p. ; 31 cm"	"Genève, Coulouvrenière (Théâtre des Bouffes parisiens)"	"Les Boussigneul ; La grande-duchesse de Gérolstein"	"Okolowicz ; Marot ; Pouillon ; Philippe ; J.Offenbach, Jacques {RISM:111831}"	"Théâtre des Bouffes parisiens ; Cadet-Grégoire (Mme) ; Grégoire, Victor ; Fort ; Bonnet ; Grégoire, Joseph ; Oscar ; Bonnet ; Fernand ; Martinod ; Villa, C. (Mme) ; Desjardins (Mme) ; Perrier (Mme) ; Leuters (Mme) ; Juliette ; Maria ; Frédéric (Mme) ; Guérini (Mme) ; Frédéric ; Roche ; Achard, J. "		"Date présumée"
"BMU DG4 F001437"	"bmu_dg4_f001437"	"1880-1881"	"1881.08.25"	"1 p. ; 30 cm"	"Genève, Coulouvrenière (Théâtre des Bouffes parisiens)"	"Héloïse et Abélard : Au bénéfice de M. Joseph Grégoire"	"Litolff, Henry {RISM:109316} ; Clairville {RISM:30077912} ;  Busnach, William {RISM:41022850}"	"Théâtre des Bouffes parisiens ; Cadet-Grégoire (Mme) ; Grégoire, J. ; Leuters (Mme) ; Achard ; Roche ; Fort ; Grégoire, V. ; Frédéric ; Estiot ; Bonnet ; Martinod ; Desjardins (Mme) ; Perrier (Mme) ; Frédéric (Mme) ; Guérini (Mme) ; Amélie (Mme) ; Allemand (Mme) ; Nina ; Maria"		"Date présumée"
"BMU DG4 F001461"	"bmu_dg4_f001461"	"1881-1882"	"1882.08.14"	"1 p. ; 28 cm"	"Genève, Bâtiment électoral"	"Concert : Concours musical suisse et international de Genève 1882 ?"	"Saintis ; Franck ; Kling, Henri {RISM:30022454} "	"Union chorale de Lyon ; Musique municipale de Lyon "		"Date présumée"
"BMU DG4 F001279"	"bmu_dg4_f001279"	"1882-1883"	"1883.04.14"	"2 p. ; 36x33 cm"	"Genève, Bâtiment électoral"	"Excursions Hamilton : grand diorama mouvant : un voyage autour du monde"		"Hamilton, Joseph ; Hamilton, Alfred ; Brandreth, Alfred"		"Date présumée"
"BMU DG4 F001487"	"bmu_dg4_f001487"	"1882-1883"	"1883.05.08"	"2 p. ; 32 cm"	"Genève, Eden-Concert"	"Eden-concert"	"Métra, Jules-Louis-Olivier {RISM:30022610}  ; Reynaud ; Fessy, A. ; Desormes ; Damiani, A. ; Desseaux"	"Alfred ; Alfred (Mme) ; Berthile (Mlle) ; Ledoux ; Djaly (Mlle) ; Ludovic ; Dubois, A. (Mlle ) ; Deverny ; Danguy "		"Date présumée"
"BMU DG4 F001488"	"bmu_dg4_f001488"	"1882-1883"	"1883.05.12"	"1 p. ; 32 cm"	"Genève, Eden-Concert"	"Eden-concert"	"Lamothe ; Klein, J. ; Fessy ; Wenzel, L. D. ; Reynaud ; Métra, Jules-Louis-Olivier {RISM:30022610} ; Desseaux"	"Alfred ; Alfred (Mme) ; Catel ; Berthile (Mlle) ; Deverny ; Djaly ; Ludovic ; Dubois, A. (Mlle) ; Ledoux ; Danguy"		"Date présumée"
"BMU DG4 F001491"	"bmu_dg4_f001491"	"1882-1883"	"1883.05.30"	"2 p. ; 32 cm"	"Genève, Eden-Concert"	"Eden-concert"	"Wibert, F. ; Klein, J. ; Fessy, A. ; Amourdedieu ; Damiani ; Desseaux "	"Berthile (Mlle) ; Catel ; Djaly (Mme) ; Deverny ; Dubois (Mlle)"		"Date présumée"
"BMU DG4 F001492"	"bmu_dg4_f001492"	"1882-1883"	"1883.06.05"	"2 p. ; 32 cm"	"Genève, Eden-Concert"	"Eden-concert"	"Métra, Jules-Louis-Olivier {RISM:30022610}  ; Klein, J. ; Wibert ; Arnaud ; Désormes ; Karl, A. ; Desseaux"	"Berthile (Mlle) ; Catel ; Djaly (Mlle) ; Deverny ; Chapuis ; Provost"		"Date présumée"
"BMU VG2-1 F001950"	"bmu_vg2_1_f001950"	"1882-1883"	"1883.06.07"	"4 p. ; 33 cm"	"Genève, Kiosque (Promenade des Bastions)"	"Concert"	"Gungl, Joseph {RISM:93386} ; Faust ; Auber, Daniel-François-Esprit {RISM:38000} ; Hérold, Ferdinand {RISM:75095} ; Delibes, Léo {RISM:30016578} ; Rossini, Gioachino {RISM:63766} ; Blanchereau ; Gounod, Charles-François {RISM:80479} "	"Senger, Franz Ludwig Hugo von {RISM:30015297}  ; Orchestre de la Ville de Genève "		"Date présumée"
"BMU DG4 F001496"	"bmu_dg4_f001496"	"1882-1883"	"1883.09.11"	"1 p. ; 21 cm"	"Genève, Hôtel des Bergues"		"David, Adolphe"	"David, Adolphe"		"Date présumée"
"BMU VG2-1 F000069"	"bmu_vg2_1_f000069"		"1884.02.09"		"Genève, Grand Théâtre"	"Narcisse [et al.]"	"Schubert, Franz {RISM:111603} ; Gluck, Christoph Willibald {RISM:67338} ; Mendelssohn Bartholdy, Felix {RISM:88790} ; Chopin, Fryderyk Franciszek {RISM:51160} ; Beethoven, Ludwig van {RISM:11035} ; Mercadante, Saverio {RISM:89350} ; Mozart, Wolfgang Amadeus {RISM:115324} ; Werner ; Massenet, Jules {RISM:84264} ; Gottschalk, Louis Moreau {RISM:80113}"			"Date présumée"
"BMU DG4 F001501"	"bmu_dg4_f001501"	"1883-1884"	"1884.06.25"	"1 p. ; 26 cm"	"Genève, Salle de l'Athénée"	"Matinée musicale et dramatique donnée par M. Emile Jaques"	"Jaques, Emile ; Donizetti, Gaetano {RISM:18064} ; Nicole, L. ; Bilhaud, P. ; Romieux, Charles {RISM:30044111}"	"Jaques, Emile ; Romieux, Charles {RISM:30044111} ; Aubert, J. ; Jackson, F. ; Nicole, L. ; A. P. "		"Date présumée"
"BMU DG4 F001502"	"bmu_dg4_f001502"	"1883-1884"	"1884.07.09"	"1 p. ; 29 cm"	"Genève, Cirque Rancy"	"Cirque Rancy"	"Rollé ; Diaz, J. ; Robillard ; Rancy, Alphonse"	"Cirque Rancy "		"Date présumée"
"BMU DG4 F000799"	"bmu_dg4_f000799"	"[18--?]"	"1885.10.21"	"2 p. ; 29 cm"	"Genève, Salle des amis de l'Instruction"	"Un seul grand concert d'aeolviolon donné par les frères Szabo"	"Wieniawski, Henryk {RISM:137176} ; Léonard ; Verdi, Giuseppe {RISM:137994} ; Vieuxtemps, Henri {RISM:142566} ; Szabo, Béla "	" Szabo, Béla ; Szabo"		"Date présumée"
"BMU DG4 F001526"	"bmu_dg4_f001526"	"1886-1887"	"1886.12.16 ; 1887.01.17"	"4 p. ; 23 cm"	"Genève, Casino de Saint-Pierre"	"Trois séances de musique de chambre en matinées"	"Mendelssohn Bartholdy, Felix {RISM:88790} ; Saint-Saëns, Camille {RISM:76734} ; Field ; Raff, Joachim {RISM:32686} ; Godard, Benjamin {RISM:30016713} ; Mozart, Wolfgang Amadeus {RISM:115324} ; Vieuxtemps, Henri {RISM:142566} ; Bach, Johann Sebastian {RISM:2539} ; Volkmagn ; Rubinštejn, Anton Grigor'evič {RISM:30008504} ; Chopin, Fryderyk Franciszek {RISM:51160} ; Davidoff ; Beethoven, Ludwig van {RISM:11035}"	"Veit, Alfred ; Rey, Louis ; Holzmann ; Montobbio ; Remondini "		"Date présumée"
"BMU DG4 F001539"	"bmu_dg4_f001539"	"1888-1889"	"1889.01.31"	"4 p. ; 22 cm"	"Genève, Casino de Saint-Pierre"	"Trois séances de musique de chambre données en matinées par le quatuor louis Rey, troisième année"	"Schumann, Robert {RISM:131206} ; Raff, Joachim {RISM:32686} ; Beethoven, Ludwig van {RISM:11035} ; Brahms, Johannes {RISM:39914} ; Haydn, Joseph {RISM:55803} ; Popper, David {RISM:27091} ; Schubert, Franz {RISM:111603} ; Bruch, Max {RISM:73090} ; Mozart, Wolfgang Amadeus {RISM:115324}"	"Rey, Louis ; Holzmann ; Rey, Emile ; Montobbio ; Wittmer, Elisa ; Pernelle-Lossier, L. (Mme) ; Barblan, Otto {RISM:5298} ; Bergmann ; Camérini ; Bley, de ; Desani ; Lecoultre"		"Date présumée"
"BMU DG4 F001544"	"bmu_dg4_f001544"	"1889-1890"	"1889.11.21"	"4 p. ; 22 cm"	"Genève, Casino de Saint-Pierre"	"Trois séances de musique de chambre (quatrième année)"	"Mozart, Wolfgang Amadeus {RISM:115324} ; Franck, César {RISM:70009} ; Brahms, Johannes {RISM:39914} ; Čajkovskij, Pëtr Il'ič {RISM:144048} ; Rubinštejn, Anton Grigor'evič {RISM:30008504} ; Beethoven, Ludwig van {RISM:11035} ; Schubert, Franz {RISM:111603} ; Svensen
"	"Quatuor Louis Rey ; Ysaÿe, Théophile ; Holzmann ; Rey, Emile ; Rey, Louis ; Montobbio ; Colen, E. ; Lecoultre ; Oppici ; Vancini "		"Date présumée"
"BMU DG4 F001299"	"bmu_dg4_f001299"	"[19--?]"	"1890.03.06"	"1 p. ; 28 cm"	"Genève, Salle des Cinq Cents de l'Université"	"Quatre conférences sur la perspective"		"Dériaz, G."		"Date présumée"
"BMU DG4 F000796"	"bmu_dg4_f000796"	"[18--?]"	"1890.04.09"	"1 p. ; 22 cm"	"Genève, Académie de musique"	"Deux conférences par M. Mathis Lussy de Paris"		"Lussy, Mathis {RISM:30043795} "		"Date présumée"
"BMU VH1 F000386"	"bmu_vh1_f000386"	"1895-1896"	"1896.09.12"	"8 p. ; 24 cm"	"Genève, Victoria Hall"	"3ème symphonie en ut mineur"	"Saint-Saëns, Camille {RISM:76734}"			"Date présumée"
"BMU VH1 F000455"	"bmu_vh1_f000455"	"1900-1901"	"1901.02.02"	"4 p. : ill. ; 24 cm"	"Genève, Victoria Hall"	"Phono-cinéma-théâtre : Exposition universelle de 1900"	"Carré, Michel {RISM:30026590} ; Wormser, A. ; Marie, William ; Molière {RISM:119611} ; Mendès, Catulle {RISM:50031595}"	"Mallet, Félicia ; Duquesne ; Mary (Mlle) ; Magnier, Marie ; Cossira ; Mante, B. ; Mante, L. ; Bernhardt, Sarah ; Magnier, Pierre ; Mauri, Rosita ; Violat (Mlle) ; Coquelin, Ainé ; Esquilar (Mlle) ; Kerwich (Mlle) ; Kerf (Mlle) ; Viscusi  ; Maurel, Victor ; Reichenberg (Mme) ; Chasles, J. ; Coquelin, Cadet ; Feraudy, de ; Coquelin, Jean ; Meyer, Mily ; Sully, Mariette ; Violat (Mlle) ; Mérode, Cléo de ; Polin ; Maurel, Louis ; Moy, Jules ; Réjane (Mme) "		"Date présumée"
"BMU DG3-2 F006730"	"bmu_dg3_2_f006730"	"1905-1906"	"1905.09.20"	"1 p. ; 28 cm"	"Genève, Cathédrale de Saint-Pierre"	"Concerts donnés par Mr. Otto Barblan"	"Gigout, Eugène {RISM:62831} ; Mendelssohn Bartholdy, Felix {RISM:88790} ; Händel, Georg Friedrich {RISM:36552} ; Merkel, Gustav Adolf {RISM:90001} ; Barblan, Otto {RISM:5298} ; Vieuxtemps ; Bach, Johann Sebastian {RISM:2539} ;  Wolf, Hugo {RISM:145401} ; Senger, Franz Ludwig Hugo von {RISM:30015297} "	"Barblan, Otto {RISM:5298} ; Hinden, Adolphe ; Lilly Vera, Sophie ; Christen, Ernest ; "		"Date présumée"
"BMU VH1 F001153"	"bmu_vh1_f001153"	"1912-1913"	"1913.01.15"	"3 p. : ill. ; 24 cm"	"Genève, Victoria Hall"	"Un seul grand concert Pablo Casals et Harold Bauer"	"Beethoven, Ludwig van {RISM:11035} ; Schumann, Robert {RISM:131206} ; Bach, Johann Sebastian {RISM:2539} ; Brahms, Johannes {RISM:39914}"	"Casals, Pablo {41024000} ; Bauer, Harold"		"Date présumée"
"BMU DG3-3 F000710"	"bmu_dg3_3_f000710"	"1913-1914"	"1914.01.15"	"1 p. ; 21 cm"	"Genève, Conservatoire"	"Séance de musique de chambre française donnée par Marie Panthès"	"Chausson, Ernest {RISM:30087317} ; Ropartz, Joseph Guy {RISM:61362} ; Franck, César {RISM:70009}"	"Panthès, Marie ; Mendels, Emile ; Hildebrandt, Merrick ; Brun, Pierre ; Delgrange, Félix "		"Date présumée"
"BMU VH1 F001177"	"bmu_vh1_f001177"	"1913-1914"	"1914.02.00"	"6 p. : ill. ; 25 cm"	"Genève, Victoria Hall"	"Audition Yvette Guilbert : les chansons populaires de France"	"Quantz, J. ; Couperin, François {RISM:30000757} ; Doppler, Franz {RISM:18221} ; Rollinat, Maurice ; Ferrari, Gustave {RISM:30044303}"	"Guilbert, Yvette ; Fleury, Louis ; Jeisler, Daniel ; Vinchelin (Mlle) ; Dorys (Mlle) ; Diaz (Mlle) ; Boyer (Mlle) ; Loreau (Mlle) ; Brown (Mlle)"		"Date présumée"
"BMU DG3-4 F000742"	"bmu_dg3_4_f000742"	"1919-1920?"	"1919.00.00"	"4 p. : ill. ; 22 cm"	"Genève, Théâtre Pitoëff (Salle communale de Plainpalais)"	"Ma femme, danseuse : Création"	"Delluc, Louis"	"Francis, Ève ; Pitoëff, G. ; Dorian, G. ; Peney ; Sandro ; Moncïgny ; Birel "		"Date présumée"
"BMU DG3-4 F009960"	"bmu_dg3_4_f009960"	"1924-1925"	"1925.03.11"	"1 p. ; 23 cm"	"Genève, Théâtre Pitoëff (Salle communale de Plainpalais)"	"Soirée en faveur de la Ligue de femmes suisses contre l'alcoolisme"	"Duvert ; Lauzanne ; Bemberg, Herman {RISM:30072055}"	"Wexel (Mme) ; Rilliet, Fréd. (Mme) ; Mallet, G. (Mme) ;  Martin du Pan, C. ; Coulin ; Duret "		"Date présumée"
"BMU DG3-2 F005109"	"bmu_dg3_2_f005109"	"1925-1926"	"1925.09.30"	"1 p. ; 24 cm"	"Genève, Cathédrale de Saint-Pierre"	"Concert d'orgue de M. Otto Barblan"	"Couperin, F. ; Joachim ; Brahms, Johannes {RISM:39914} ; Bach, Johann Sebastian {RISM:2539} ; Händel, Georg Friedrich {RISM:36552} "	"Barblan, Otto {RISM:5298} ; Chautems-Demon (Mme) ; Demont, Julia "		"Date présumée"
"BMU DG4 F001298"	"bmu_dg4_f001298"	"[18--?]"	"1927.01.29"	"1 p. ; 28 cm"	"Genève, Casino de Saint-Pierre"	"Soirée littéraire et musicale : Au bénéfice du Chantier des Rois, de l'Armée du Salut"	"Dvořák, Antonín {RISM:26196} ; Guillermet, F. ; Gautier, E. "	"Jérôme, Nelly ; Huguenin, Lottie ; Aubray, Nell ; Croisier, Marcelle ; Nicollier, Renée ; Rueff, C. ; Paulmès, Denyse ; Bornand, Rod. ; Lachenal, Marcel ; Brochu (Mlle) ; Siegenthaler (Mlle) ; Croptier, Henriette ; Suppeck, Charles"		"Date présumée"
"BMU DG4 F003093"	"bmu_dg4_f003093"	"1927-1928"	"1928.02.21"	"100 p. : ill. ; 23 cm + 1 billet"	"Genève, Studio d'art dramatique"	"Le Studio : Claquefesse et Tétalangue : Création"	"Aguet, W. ; Petit, Raymond ; Vildrac, Charles ; Bloch, Jean-Richard ; Durtain, Luc ; Aguet, William ; Blanchon, Jean ; Vérola, Paul ; Berger, Marcel ; Tchapek, Charles ; Tchapek, Joseph ; Rolland, Romain ; Molles, Roger ; Martin, Franck ; Piachaud, René-Louis ; Oltramare, Georges"	"Studio d'art dramatique : Parmelin, Marcel ; Assilva, Carmen d' ; Schalks, Max ; Gardian, Irène ; Martin, Pauline ; Saussure, Yvonne de ; Pitoëff, Georges ; Pitoëff, Ludmilla ; Jouvet, Louis ; Baty, Gaston ; Copeau, Jacques ; Gramatica, Emma ; Tapie, Henri ; Lissitsian, Abgar ; Besson, René ; Terzagbi, Ed. ; Buri, Harold ; Tabarini, Angelo ; Aguet, William ; Berthoud, Alice ; Champendal, Christ. ; Lerczinska, Séverine ; Plantard, E. ; Dechoudens, M. ; Rivier, G. ; May, Fanny ; Jallard, Charles ; Bard, Jean"		"Date présumée"
"BMU VH1 F002755"	"bmu_vh1_f002755"	"1931-1932"	"1931.10.25"	"4 p. : ill. ; 22 cm"	"Genève, Victoria Hall"	"Les enfants célèbres : Pierre Nerini"		"Harmonie nautique ; Nerini, Pierre"		"Date présumée"
"BMU VH1 F002883"	"bmu_vh1_f002883"	"1932-1933"	"1933.03.00"	"1 broch. : ill. ; 32 cm + 2 feuilles"	"Genève, Victoria Hall"	"Lud Gluskin et son orchestre avec les Kentucky Jubilee Singers ; Pills et Tabet ; Jeanette Mac Donald"		"Kentucky Jubilee Singers ; Gluskin, Lud ; Pills et Tabet ; Mac Donald, Jeanette ; Poggi, Grace "		"Date présumée"
"BMU DG3-4 F003931"	"bmu_dg3_4_f003931"	"1932-1933"	"1933.05.11"	"1 p. ; 11 cm"	"Genève, Théâtre Pitoëff (Salle communale de Plainpalais)"	"Bazar de ""La goutte de lait"" et de ""La retraite"	"Molière {RISM:119611} ; Offenbach, Jacques {RISM:111831}"			"Date présumée"
"BMU DG4 F000790"	"bmu_dg4_f000790"	"1934-1935"	"1935.03.27"	"3 p. ; 22 cm"	"Genève, Salle de l'Athénée"	"Concert : Au bénéfice de la société arménienne de bienfaisance et du foyer arménien de Genève"	"Jaques-Dalcroze, Emile {RISM:109238} "	"Jaques-Dalcroze, Emile {RISM:109238} ; Jaques-Dalcroze, Nina ; Chéridjian, Z."		"Date présumée"
"BMU VH1 F002958"	"bmu_vh1_f002958"	"1936-1937"	"1936.11.11"	"2 p. ; 29 cm"	"Genève, Victoria Hall"	"Rassemblement universel pour la paix"	"Jouve, Pierre Jean ; Duhamel, Georges ; Poulenc, Francis ; Vildrac, Charles ; Dabit, Eugène "	"Jaques, Gaby ; Fraissinet, Juliette"		"Date présumée"
"BMU DG3-3 F006681"	"bmu_dg3_3_f006681"	"[19--?]"	"1939.05.03"	"1 broch. : ill. ; 27 cm"	"Genève, Conservatoire"	"Ch. Panzera, Magd. Panzera"	"Monteverdi, Claudio {RISM:20000259} ; Bach, Friedmann ; Haydn, Joseph {RISM:55803} ;  Lully, Jean-Baptiste {RISM:132446} ; Chopin, Fryderyk Franciszek {RISM:51160} ; Schumann, Robert {RISM:131206} ; Mozart, Wolfgang Amadeus {RISM:115324} ; Fauré, Gabriel {RISM:41731} ; Berlioz, Hector {RISM:13803} ; Duparc, Henri ; Schumann, Robert {RISM:131206} ; Debussy, Claude {RISM:4338}"	"Panzera, Charles ; Panzera, Magdeleine"		"Date présumée"
"BMU VH1 F003203"	"bmu_vh1_f003203"	"1942-1943"	"1942.10.25"	"3 p. : ill. ; 32 cm"	"Genève, Victoria Hall"	"Programme des chants exécutés par les petits chanteurs à la Croix de bois de Paris"	"Perissas ; Villa-Lobos ; Ranse, Marc de ; Grieg, Edvard {RISM:84066} ; Loth, B. ; Viadana ; Févin, Antoine de {RISM:30006140} ; Palestrina, Giovanni Pierluigi da {RISM:1904} ; Berthier, P. ; Perissas ; Ranse, Marc de ; Boller, Carlo ; Schubert, Franz {RISM:111603} ; Jaques-Dalcroze, Emile {RISM:109238}"	"Petits chanteurs à la Croix de bois de Paris"		"Date présumée"
"BMU DG4 F007696"	"bmu_dg4_f007696"	"1944-1945"	"1944.00.00 ; 1945.00.00"	"1 broch : ill. ; 23 cm"	"Genève, Casino-Théâtre"	"Les horizons bleus : pension-famille"	"Gerval, Charlie ; Penay, Alfred "	"Prozor, Gréta ; Raymond, Jane;  Hermine ; Avenay, Lucie ; Silvestre, Arlette ; Voutat, Erica ; Aubert, Liliane ; Marnay, Rirette ; Gerval, Charlie ; Bercher, Fernand ; Rimert ; Lauriac, Henri ; Almard ; Penay, Alfred ; Silvestre, Arlette "		"Date présumée"
"BMU DG4 F007697"	"bmu_dg4_f007697"	"1945-1946"	"1945.00.00 ; 1946.00.00"	"1 broch : ill. ; 23 cm"	"Genève, Casino-Théâtre"	"Les linottes"	"Mathé, Edouard {RISM:30071658} ; Courteline, Georges {RISM:41021330}"	"Urfer, Albert ; Deprez, Georges ; Vidy, Irène ; Demas, Noëlle ; Dorian, Gita ; Marnay, Rirette ; Hermine ; Genia, Jacqueline ; Cavin, Madeleine ; Rimert ; Penay, Alfred ; Lauriac, Henri ; Brun, Olivier ; Pateux ; Perret "		"Date présumée"
"BMU VG2-1 F001862"	"bmu_vg2_1_f001862"	"1881-1882"	"1882.09.05"	"1 p. ; 16 cm"	"Genève"		"Gregh, Louis {RISM:30071283} ; Lachner ; Strauss ; Meyerbeer, Giacomo {RISM:725} ; Verdi, Giuseppe {RISM:137994} ; Bilse ; Robaudi, Vincenzo {RISM:30006108} ; Moog, J. "	"Orchestre de la Ville de Genève "		"Date présumée ; Interprète incertain"
"BMU VG2-1 F001864"	"bmu_vg2_1_f001864"	"1881-1882"	"1882.09.07"	"1 p. ; 16 cm"	"Genève"		"Gungl, Joseph {RISM:93386} ; Suppè, Franz von {RISM:138448} ; Hervé ; Donizetti, Gaetano {RISM:18064} ; Auber, Daniel-François-Esprit {RISM:38000} ; Faust ; Massé, Victor {RISM:84236} ; Offenbach, Jacques {RISM:111831}"	"Orchestre de la Ville de Genève "		"Date présumée ; Interprète incertain"
"BMU VG2-1 F001871"	"bmu_vg2_1_f001871"	"1881-1882"	"1882.09.07"	"1 p. ; 16 cm"	"Genève"		"Meyerbeer, Giacomo {RISM:725} ; Rossini, Gioachino {RISM:63766} ; Strauss ; Hérold, Ferdinand {RISM:75095} ; Nicolai ; Kling ; Gounod, Charles-François {RISM:80479}"	"Orchestre de la Ville de Genève "		"Date présumée ; Interprète incertain"
"BMU VG2-1 F001866"	"bmu_vg2_1_f001866"	"1881-1882"	"1882.09.10"	"1 p. ; 16 cm"	"Genève"		"Strauss ; Hérold ; Mollenhauer ; Verdi, Giuseppe {RISM:137994} ; Flotow, Friedrich von {RISM:63626} ; Faust ; Donizetti, Gaetano {RISM:18064} ; Leutner"	"Orchestre de la Ville de Genève "		"Date présumée ; Interprète incertain"
"BMU VG2-1 F001868"	"bmu_vg2_1_f001868"	"1881-1882"	"1882.09.12"	"1 p. ; 16 cm"	"Genève"		"Gungl, Joseph {RISM:93386} ; Auber, Daniel-François-Esprit {RISM:38000} ; Strauss ; Donizetti, Gaetano {RISM:18064} ; Rossini, Gioachino {RISM:63766} ; Heyer ; Kéler, Béla {RISM:30016648} ; Audran, Edmond {RISM:325213}"	"Orchestre de la Ville de Genève "		"Date présumée ; Interprète incertain"
"BMU VG2-1 F001869"	"bmu_vg2_1_f001869"	"1881-1882"	"1882.09.14"	"1 p. ; 16 cm"	"Genève"		"Romieux, Charles {RISM:30044111} ; Suppè, Franz von {RISM:138448} ; Strauss ; M. ; Rossini, Gioachino {RISM:63766} ; Stasny, Ludwig {RISM:30007998} ; Bizet, Georges {RISM:20057} ; Moog, J. "	"Orchestre de la Ville de Genève "		"Date présumée ; Interprète incertain"
"BMU VG2-1 F001872"	"bmu_vg2_1_f001872"	"1881-1882"	"1882.09.19"	"1 p. ; 16 cm"	"Genève"		"Auber, Daniel-François-Esprit {RISM:38000} ; Gungl, Joseph {RISM:93386} ; Flotow, Friedrich von {RISM:63626} ; Gounod, Charles-François {RISM:80479} ; Lachner ; Mafreud ; Donizetti, Gaetano {RISM:18064} ; Strauss"	"Orchestre de la Ville de Genève "		"Date présumée ; Interprète incertain"
