"BMU VH1 F001219"	"bmu_vh1_f001219"	"1915-1916"	"1916.03.29"	"1 p. ; 29 cm"	"Genève, Victoria Hall"	"Grand concert de gala"	"Schumann, Robert {RISM:131206} ; Déroulède ; Leroux, Xavier {RISM:95463} ; Chaminade, Cécile {RISM:30016699} ; Fontaine, Charles ; Gounod, Charles-François {RISM:80479} ; Massenet, Jules {RISM:84264} ; Dubois, Théodore {RISM:30016588} ; Rossini, Gioachino {RISM:63766} ; Clynssen ; Saint-Saëns, Camille {RISM:76734} ; Wieniawski, Henryk {RISM:137176} ; Crotto, Willy ; Moreau, L. ; Lemaire, F. ; Liszt, Franz {RISM:107196} ; Chabrier, Emmanuel {RISM:48553}"	"Pieyre, Auguste  ; Lauwers, Charles ; Harmonie Nautique ; Marcotty, H. ; Hermanoy, d' (Mme) ; Lemaire ; Sottiaux, Fd. ; Huberty, Albert ; Dupré, Lily ; Roussel"		"Pieyre, A. ; Lauwers, Ch. (dir) ; "
"BMU VH1 F001155"	"bmu_vh1_f001155"	"1912-1913"	"1913.02.02"	"2 p. ; 24 cm"	"Genève, Victoria Hall"	"Concert donné par l'Harmonie nautique"	"Weber, Carl Maria von {RISM:117485} ; Rameau, Jean-Philippe {RISM:169730} ; Paladilhe ; Lalo, Edouard {RISM:65446} ; Dubois, Théodore {RISM:30016588} ; Weber, Ed. ; Pilet, William {RISM:30043747} ; Sturm, W. ; Massenet, Jules {RISM:84264}"	"Pieyre, Auguste  ; Pochon, A.  ; Harmonie Nautique ; Cercle choral "		"Pieyre, A. ; Pochon, A. (dir) ; "
"BMU VH1 F001055"	"bmu_vh1_f001055"	"1907-1908"	"1908.03.08"	"2 p. ; 24 cm"	"Genève, Victoria Hall"	"Concert donné par l'Harmonie nautique"	"Beethoven, Ludwig van {RISM:11035} ; Wagner, Richard {RISM:111172} ; Méhul, Etienne-Nicolas {RISM:101056} ; Michel ; Parès, Gabriël {RISM:30024480} ; Berlioz, Hector {RISM:13803} ; Bastard, William ; Rossini, Gioachino {RISM:63766}"	"Pieyre, Auguste  ; Harmonie Nautique ; Weber, Ch. ; Lickert, J. ; Clerc-Roesgen (Mme) "		"Pieyre, A. (dir) ; "
"BMU VH1 F001058"	"bmu_vh1_f001058"	"1907-1908"	"1908.04.06"	"4 p. ; 29 cm"	"Genève, Victoria Hall"	"Grand concert de bienfaisance : Au bénéfice de la caisse des veuves et orphelins"	"Saint-Saëns, Camille {RISM:76734} ; Léoncavallo ; Beethoven, Ludwig van {RISM:11035} ; Goublier ; Bizet, Georges {RISM:20057} ; Trespaillé, B. ; Lacombe, Paul {RISM:64631} "	"Pieyre, A.  ; Harmonie Nautique ; Espinasse, J ; Cotreuil ; Dufour, M. "		"Pieyre, A. (dir) ; "
"BMU VH1 F001067"	"bmu_vh1_f001067"	"1908-1909"	"1908.11.15"	"2 p. ; 24 cm"	"Genève, Victoria Hall"	"Concert donné par l'Harmonie nautique"	"Beethoven, Ludwig van {RISM:11035} ; Holmès, Augusta ; Brahms, Johannes {RISM:39914} ; Grieg, Edvard {RISM:84066} ; Wagner, Richard {RISM:111172} ; Privas, X. ; Marty, Georges ; Charpentier, Gustave"	"Pieyre, Auguste  ; Harmonie Nautique ; Bardot (Mme) ; Aquista ; Purgues (Mlle)"		"Pieyre, A. (dir) ; "
"BMU VH1 F001070"	"bmu_vh1_f001070"	"1908-1909"	"1908.12.13"	"2 p. ; 24 cm"	"Genève, Victoria Hall"	"Concert donné par l'Harmonie nautique"	"Wagner, Richard {RISM:111172} ; Bach, Johann Sebastian {RISM:2539} ; Tausig, Carl {RISM:125619} ; Mozart, Wolfgang Amadeus {RISM:115324} ; Berlioz, Hector {RISM:13803} ; Saint-Saëns, Camille {RISM:76734} ; Chopin, Fryderyk Franciszek {RISM:51160} ; Flagny, L. de ; Luigini, Alexandre {RISM:30071428}"	"Pieyre, Auguste  ; Harmonie Nautique ; Rogeat, Marguerite ; Aubert, Johnny"		"Pieyre, A. (dir) ; "
"BMU VH1 F001072"	"bmu_vh1_f001072"	"1908-1909"	"1909.01.24"	"2 p. ; 24 cm"	"Genève, Victoria Hall"	"Concert donné par l'Harmonie nautique"	"Schnégans, J. ; Weber, Carl Maria von {RISM:117485} ; Pastor ; Massenet, Jules {RISM:84264} ; Bourgault-Ducoundray ; Andrieu, F. ; Erlanger"	"Pieyre, Auguste  ; Harmonie Nautique ; La Muse"		"Pieyre, A. (dir) ; "
"BMU VH1 F001073"	"bmu_vh1_f001073"	"1908-1909"	"1909.02.21"	"2 p. ; 24 cm"	"Genève, Victoria Hall"	"Concert donné par l'Harmonie nautique"	"Franck, César {RISM:70009} ; Wagner, Richard {RISM:111172} ; Saint-Saëns, Camille {RISM:76734} ; Reyer, Ernest {RISM:46219} ; Boëllmann ; Händel, Georg Friedrich {RISM:36552} ; Charpentier, G. "	"Pieyre, Auguste  ; Harmonie Nautique ; Montillet, William {RISM:30022909} ; Bastard, A."		"Pieyre, A. (dir) ; "
"BMU VH1 F001078"	"bmu_vh1_f001078"	"1908-1909"	"1909.03.28"	"2 p. ; 24 cm"	"Genève, Victoria Hall"	"Concert donné par l'Harmonie nautique"	"Beethoven, Ludwig van {RISM:11035} ; Mendelssohn Bartholdy, Felix {RISM:88790} ; Delibes, Léo {RISM:30016578} ; Massenet, Jules {RISM:84264} ; Saint-Saëns, Camille {RISM:76734} ; Wagner, Richard {RISM:111172}"	"Pieyre, Auguste  ; Harmonie Nautique ; Pollak, R. ; Schneider (Mlle) ; Purgues (Mlle) ; Buisson ; Kunz ; Matteï ; Lickert, J. ; Cailler, H. ; Martinet"		"Pieyre, A. (dir) ; "
"BMU VH1 F001090"	"bmu_vh1_f001090"	"1909-1910"	"1909.11.14"	"2 p. ; 24 cm"	"Genève, Victoria Hall"	"Concert donné par l'Harmonie nautique"	"Schubert, Franz {RISM:111603} ; Saint-Saëns, Camille {RISM:76734} ; Radoux, Jean-Théodore {RISM:32604} ; Dukas, Paul {RISM:40221423} ; Sarasate, Pablo de {RISM:30019733} ; Paladilhe ; Leutner"	"Pieyre, Auguste  ; Harmonie Nautique ; Bruinen ; Escoffey (Mlle) ; Zbinden, M. (Mme)"		"Pieyre, A. (dir) ; "
"BMU VH1 F001094"	"bmu_vh1_f001094"	"1909-1910"	"1909.12.19"	"2 p. ; 24 cm"	"Genève, Victoria Hall"	"Concert donné par l'Harmonie nautique"	"Vaninetti ; Chopin, Fryderyk Franciszek {RISM:51160} ; Puccini, Giacomo {RISM:30921} ; Messager, André {RISM:92078} ; Saint-Saëns, Camille {RISM:76734} ; Paderewski, Ignacy Jan {RISM:30029943} ; Charpentier ; Bomberg ; Liszt, Franz {RISM:107196}"	"Pieyre, Auguste  ; Harmonie Nautique ; Jacquemin, Marie ; Fischer, Olga ; Zbinden, M. (Mlle) ; Kunz, A. "		"Pieyre, A. (dir) ; "
"BMU VH1 F001097"	"bmu_vh1_f001097"	"1909-1910"	"1910.01.23"	"2 p. ; 24 cm"	"Genève, Victoria Hall"	"Concert sonné par l'Harmonie nautique"	"Schubert, Franz {RISM:111603} ; Chopin, Fryderyk Franciszek {RISM:51160} ; Bernard, E. ; Lederer, D. ; Dukas, Paul {RISM:40221423} ; Bruneau, Alfred {RISM:78271} ; Wieniawski, Henryk {RISM:137176} ; Bastard, William ; Leutner"	"Pieyre, Auguste  ; Harmonie Nautique ; Breittmayer, Maggy ; Aubert, Johnny ; Bastard, A."		"Pieyre, A. (dir) ; "
"BMU VH1 F001099"	"bmu_vh1_f001099"	"1909-1910"	"1910.02.13"	"2 p. ; 24 cm"	"Genève, Victoria Hall"	"Concert donné par l'Harmonie nautique"	"Bizet, Georges {RISM:20057} ; Leoncavallo, Ruggero {RISM:30007109} ; Saint-Saëns, Camille {RISM:76734} ; Messager, André {RISM:92078} ; Massenet, Jules {RISM:84264} ; Lyonnet ; Ponchielli, Amilcare {RISM:1653417} ; Vaninetti"	"Pieyre, Auguste  ; Harmonie Nautique ; Rodhain (Mlle) ; Aquista ; Zbinden, M. (Mme)"		"Pieyre, A. (dir) ; "
"BMU VH1 F001103"	"bmu_vh1_f001103"	"1909-1910"	"1910.03.13"	"2 p. ; 24 cm"	"Genève, Victoria Hall"	"Concert donné par l'Harmonie nautique"	"Mozart, Wolfgang Amadeus {RISM:115324} ; Vieuxtemps, Henri {RISM:142566} ; Indy, Vincent d' {RISM:114686} ; Choisy, Frank ; Chopin, Fryderyk Franciszek {RISM:51160} ; Sarasate, Pablo de {RISM:30019733} ; Hubay, Jenő {RISM:103720} ; Ponchielli, Amilcare {RISM:1653417} ; Bruneau, Alfred {RISM:78271} ; Händel, Georg Friedrich {RISM:36552} ; Wagner, Richard {RISM:111172}"	"Pieyre, Auguste  ; Harmonie Nautique ; Choisy, Frank ; Hansotte, Marcel"		"Pieyre, A. (dir) ; "
"BMU VH1 F001106"	"bmu_vh1_f001106"	"1909-1910"	"1910.04.02"	"1 p. ; 32 cm"	"Genève, Victoria Hall"	"Grand concert : Au bénéfice de la Caisse de secours de l'Association des artistes"	"Mozart, Wolfgang Amadeus {RISM:115324} ; Diaz, E. ; Leoncavallo, Ruggero {RISM:30007109} ; Delibes, Léo {RISM:30016578} ; Bruneau, Alfred {RISM:78271} ; Wagner, Richard {RISM:111172} ; Bizet, Georges {RISM:20057} ; Massenet, Jules {RISM:84264} ; Flégier, Ange {RISM:60438} ; Comte du Bois ; Adenis, Eugène {RISM:30068947} ; Verdi, Giuseppe {RISM:137994} ; Friedemann, Carl Berthold Ulrich {RISM:30006659}"	"Pieyre, Auguste  ; Harmonie Nautique ; Ketten, Léopold ; Brunet, Paul ; Hermann, A. ; Bruni, C. ; Fournier, Ernest ; Mondollot ; Rodhain (Mlle) ; Aquista ; Dezair ; Fer, Victoria ; Ovido ; Bruinen ; Arméliny (Mme) ; Martin, Ch. ; Rouard ; Kate-Cambon (Mme)"		"Pieyre, A. (dir) ; "
"BMU VH1 F001107"	"bmu_vh1_f001107"	"1910-1911"	"1910.11.20"	"2 p. ; 24 cm"	"Genève, Victoria Hall"	"Concert donné par l'Harmonie nautique"	"Beethoven, Ludwig van {RISM:11035} ; Massenet, Jules {RISM:84264} ; Doret, Gustave {RISM:3145724} ; Berlioz, Hector {RISM:13803}"	"Pieyre, Auguste  ; Harmonie Nautique ; Bally, P. ; Bastard-Foex, E. (Mme)"		"Pieyre, A. (dir) ; "
"BMU VH1 F001112"	"bmu_vh1_f001112"	"1910-1911"	"1911.01.15"	"2 p. ; 24 cm"	"Genève, Victoria Hall"	"Concert donné par l'Harmonie nautique"	"Boellmann ; Schumann, Robert {RISM:131206} ; Saint-Saëns, Camille {RISM:76734} ; Indy, Vincent d' {RISM:114686} ; Gigout, Eugène {RISM:62831} ; Bruneau, Alfred {RISM:78271} ; Brahms, Johannes {RISM:39914} ; Fuchs, E. ; Bizet, Georges {RISM:20057}"	"Pieyre, Auguste  ; Harmonie Nautique ; Blattner, Jeanne ; Bastard, William ; Möller, Marguerite"		"Pieyre, A. (dir) ; "
"BMU VH1 F001115"	"bmu_vh1_f001115"	"1910-1911"	"1911.02.26"	"2 p. ; 24 cm"	"Genève, Victoria Hall"	"Concert donné par l'Harmonie nautique"	"Massenet, Jules {RISM:84264} ; Gounod, Charles-François {RISM:80479} ; Saint-Saëns, Camille {RISM:76734} ; Indy, Vincent d' {RISM:114686} ; Guiraud, Ernest {RISM:30024115} ; Chaminade, Cécile {RISM:30016699} ; Wagner, Richard {RISM:111172} ; Beethoven, Ludwig van {RISM:11035} ; Hegar, Friedrich {RISM:57553} ; Widor, Charles-Marie {RISM:135158}"	"Pieyre, Auguste  ; Harmonie Nautique ; Breittmayer, Maggy ; Massit, L. (Mlle) ; Dides, E. ; Odier-Perrottet (Mme) ; Olivier-Buisson (Mme) ; Grobéty (Mlle) ; Buisson, Marc ; Buisson, P. ; Dupont, A. ; Morange (Mlle) "		"Pieyre, A. (dir) ; "
"BMU VH1 F001120"	"bmu_vh1_f001120"	"1910-1911"	"1911.04.02"	"2 p. ; 24 cm"	"Genève, Victoria Hall"	"Concert donné par l'Harmonie nautique"	"Reyer, Ernest {RISM:46219} ; Chabrier, Emmanuel {RISM:48553} ; Saint-Saëns, Camille {RISM:76734} ; Beethoven, Ludwig van {RISM:11035} ; Guiraud, Ernest {RISM:30024115} ; Bizet, Georges {RISM:20057} ; Weckerlin, Jean Baptiste {RISM:118631} ; Lauber, Joseph {30015187} ; Wagner, Richard {RISM:111172}"	"Pieyre, Auguste  ; Harmonie Nautique ; Tricca, G. (Mlle) ; Martinet, G. ; Fourmen ; Fachaux ; Matteï ; Bastard-Foëx, E. (Mme)"		"Pieyre, A. (dir) ; "
"BMU VH1 F001123"	"bmu_vh1_f001123"	"1911-1912"	"1911.11.19"	"2 p. ; 24 cm"	"Genève, Victoria Hall"	"Concert donné par l'Harmonie nautique"	"Chabrier, Emmanuel {RISM:48553} ; Georges, A. ; Bach, Johann Sebastian {RISM:2539} ; Franck, César {RISM:70009} ; Bizet, Georges {RISM:20057} ; Rubinštejn, Anton Grigor'evič {RISM:30008504} ; Corelli, Arcangelo {RISM:30000734} ; Thomas, A. "	"Pieyre, Auguste  ; Harmonie Nautique ; Closset ; Testuz (Mlle) ; Vuilleumier (Mlle) ; Perrenoud (Mlle)"		"Pieyre, A. (dir) ; "
"BMU VH1 F001128"	"bmu_vh1_f001128"	"1911-1912"	"1911.12.17"	"2 p. ; 24 cm"	"Genève, Victoria Hall"	"Concert donné par l'Harmonie nautique"	"Litolff, Henry {RISM:109316} ; Grieg, Edvard {RISM:84066} ; Duparc ; Liszt, Franz {RISM:107196} ; Massenet, Jules {RISM:84264} ; Franck, César {RISM:70009} ; Chopin, Fryderyk Franciszek {RISM:51160} ; Strauss ; Schumann, Robert {RISM:131206} ; Saint-Saëns, Camille {RISM:76734}"	"Pieyre, Auguste  ; Harmonie Nautique ; Roesgen-Liodet, Marguerite ; Hansotte, Marcel"		"Pieyre, A. (dir) ; "
"BMU VH1 F001129"	"bmu_vh1_f001129"	"1911-1912"	"1912.01.28"	"2 p. ; 24 cm"	"Genève, Victoria Hall"	"Concert donné par l'Harmonie nautique"	"Delibes, Léo {RISM:30016578} ; Mozart, Wolfgang Amadeus {RISM:115324} ; Thomas, A. ; Weber, Carl Maria von {RISM:117485} ; Franck, César {RISM:70009} ; Offenbach, Jacques {RISM:111831} ; Fauré, Gabriel {RISM:41731} ; Grieg, Edvard {RISM:84066} ; Doret, Gustave {RISM:3145724} ; Hahn, Reynaldo ; Massenet, Jules {RISM:84264}"	"Pieyre, Auguste  ; Harmonie Nautique"		"Pieyre, A. (dir) ; "
"BMU VH1 F001132"	"bmu_vh1_f001132"	"1911-1912"	"1912.02.25"	"2 p. ; 24 cm"	"Genève, Victoria Hall"	"Concert donné par l'Harmonie nautique"	"Verdi, Giuseppe {RISM:137994} ; Gluck, Christoph Willibald {RISM:67338} ; Sacchini, Antonio {RISM:30002777} ; Dukas, Paul {RISM:40221423} ; Delibes, Léo {RISM:30016578} ; Moreau, Léon ; Grieg, Edvard {RISM:84066} ; Massenet, Jules {RISM:84264} ; Thomas, A. ; Meyerbeer, Giacomo {RISM:725}"	"Pieyre, Auguste  ; Harmonie Nautique ; Roesgen-Liodet (Mme) ; Imbert (Mme) ; Grossenbacher"		"Pieyre, A. (dir) ; "
"BMU VH1 F001139"	"bmu_vh1_f001139"	"1911-1912"	"1912.03.31"	"2 p. ; 24 cm"	"Genève, Victoria Hall"	"Concert donné par l'Harmonie nautique"	"Wagner, Richard {RISM:111172} ; Saint-Saëns, Camille {RISM:76734} ; Schubert, Franz {RISM:111603} ; Wettge, Gustave {RISM:30081063} ; Massenet, Jules {RISM:84264} ; Delibes, Léo {RISM:30016578} ; Verdi, Giuseppe {RISM:137994}"	"Pieyre, Auguste  ; Harmonie Nautique"		"Pieyre, A. (dir) ; "
"BMU VH1 F001140"	"bmu_vh1_f001140"	"1911-1912"	"1912.04.02"	"1 p. ; 27 cm"	"Genève, Victoria Hall"	"Grand concert donné par l'Harmonie nautique"	"Wagner, Richard {RISM:111172} ; Mozart, Wolfgang Amadeus {RISM:115324} ; Delibes, Léo {RISM:30016578} ; Martini, P. ; Dittersdorf ; Kreisler, Fritz {RISM:52067} ; Wettge, Gustave {RISM:30081063} ; Verdi, Giuseppe {RISM:137994}"	"Pieyre, Auguste  ; Harmonie Nautique ; Bruel (Mlle)"		"Pieyre, A. (dir) ; "
"BMU VH1 F001141"	"bmu_vh1_f001141"	"1911-1912"	"1912.04.06"	"1 p. ; 25 cm"	"Monte Carlo"	"Concert donné par l'Harmonie nautique"	"Wagner, Richard {RISM:111172} ; Saint-Saëns, Camille {RISM:76734} ; Wettge, Gustave {RISM:30081063} ; Massenet, Jules {RISM:84264} ; Delibes, Léo {RISM:30016578} ; Verdi, Giuseppe {RISM:137994}"	"Pieyre, Auguste  ; Harmonie Nautique"		"Pieyre, A. (dir) ; "
"BMU VH1 F001146"	"bmu_vh1_f001146"	"1912-1913"	"1912.11.10"	"2 p. ; 24 cm"	"Genève, Victoria Hall"	"Concert donné par l'Harmonie nautique"	"Humperdinck ; Saint-Saëns, Camille {RISM:76734} ; Gluck, Christoph Willibald {RISM:67338} ; Berlioz, Hector {RISM:13803} ; Schubert, Franz {RISM:111603} ; Sarasate, Pablo de {RISM:30019733} ; Lalo, Edouard {RISM:65446} ; Franck, César {RISM:70009}"	"Pieyre, Auguste  ; Harmonie Nautique ; Perret, Willy ; Thom, Esther ; Bruel, Jeanne ; Morange (Mlle)"		"Pieyre, A. (dir) ; "
"BMU VH1 F001151"	"bmu_vh1_f001151"	"1912-1913"	"1912.12.08"	"2 p. ; 24 cm"	"Genève, Victoria Hall"	"Concert donné par l'Harmonie nautique"	"Berlioz, Hector {RISM:13803} ; Beethoven, Ludwig van {RISM:11035} ; Gounod, Charles-François {RISM:80479} ; Vidal, Paul {RISM:140775} ; Liszt, Franz {RISM:107196} ; Chopin, Fryderyk Franciszek {RISM:51160} ; Godard, Benjamin {RISM:30016713} ; Reyer, Ernest {RISM:46219}"	"Pieyre, Auguste  ; Harmonie Nautique ; Graebner, Alice ; Kister, Marcelle ; Roesgen-Liodet (Mme)"		"Pieyre, A. (dir) ; "
"BMU VH1 F001159"	"bmu_vh1_f001159"	"1912-1913"	"1913.03.16"	"2 p. ; 24 cm"	"Genève, Victoria Hall"	"Grand concert donné par l'Harmonie nautique : A l'occasion de son XXXme anniversaire"	"Rossi ; Litolff, Henry {RISM:109316} ; Beethoven, Ludwig van {RISM:11035} ; Wilmers ; Berlioz, Hector {RISM:13803} ; Charpentier, G. ; Dukas, Paul {RISM:40221423} ; Franck, César {RISM:70009}"	"Pieyre, Auguste  ; Harmonie Nautique ; Lauber, J."		"Pieyre, A. (dir) ; "
"BMU VH1 F001165"	"bmu_vh1_f001165"	"1912-1913"	"1913.05.27"	"2 p. ; 25 cm"	"Genève, Promenade du Lac (Jardin anglais)"	"Concert donné par l'Harmonie nautique"	"Rossi ; Puccini, Giacomo {RISM:30921} ; Poppy ; Pillevestre ; Parès, Gabriël {RISM:30024480} ; Demersmann ; Bizet, Georges {RISM:20057} ; Romsberg, William {RISM:30071453}"	"Pieyre, Auguste  ; Harmonie Nautique"		"Pieyre, A. (dir) ; "
"BMU VH1 F001168"	"bmu_vh1_f001168"	"1913-1914"	"1913.11.09"	"2 p. ; 24 cm"	"Genève, Victoria Hall"	"Concert donné par l'Harmonie nautique"	"Massenet, Jules {RISM:84264} ; Goublier ; Alard, Delphin {RISM:30016267} ;  Ropartz, Joseph Guy {RISM:61362} ; Berlioz, Hector {RISM:13803} ; Planquette, Robert {RISM:390912} ; Saint-Saëns, Camille {RISM:76734} ; Dallier"	"Pieyre, Auguste  ; Harmonie Nautique ; Roussel, Nini ; Perret, Willy ; Beyeler, Jean ; Rey, Louis ; Bruel, Jeanne"		"Pieyre, A. (dir) ; "
"BMU VH1 F001174"	"bmu_vh1_f001174"	"1913-1914"	"1913.12.21"	"2 p. ; 24 cm"	"Genève, Victoria Hall"	"Concert donné par l'Harmonie nautique"	"Mendelssohn Bartholdy, Felix {RISM:88790} ; Wagner, Richard {RISM:111172} ; Massenet, Jules {RISM:84264} ; Chopin, Fryderyk Franciszek {RISM:51160} ; Berlioz, Hector {RISM:13803} ; Beethoven, Ludwig van {RISM:11035} ; Hahn, Reynaldo ; Bastard, William ; Doret, Gustave {RISM:3145724} ; Balakirew ; Liszt, Franz {RISM:107196} ; Debussy, Claude {RISM:4338}"	"Pieyre, Auguste  ; Harmonie Nautique ; Roesgen, Marguerite ; Kunz, A."		"Pieyre, A. (dir) ; "
"BMU VH1 F001178"	"bmu_vh1_f001178"	"1913-1914"	"1914.02.22"	"2 p. ; 23 cm"	"Genève, Victoria Hall"	"Concert donné par l'Harmonie nautique"	"Berlioz, Hector {RISM:13803} ; Liszt, Franz {RISM:107196} ; Saint-Saëns, Camille {RISM:76734} ; Wagner, Richard {RISM:111172} ; Balay, Guillaume {RISM:30072837} ; Paderewski, Ignacy Jan {RISM:30029943} ; Coquard ; Ganz, R. ; Granados "	"Pieyre, Auguste  ; Harmonie Nautique ; Christin, Marguerite ; Burdet, Maria ; Roessinger (Mlle) "		"Pieyre, A. (dir) ; "
"BMU VH1 F001181"	"bmu_vh1_f001181"	"1913-1914"	"1914.03.22"	"2 p. ; 24 cm + 1 erratum"	"Genève, Victoria Hall"	"Concert donné par l'Harmonie nautique"	"Beethoven, Ludwig van {RISM:11035} ; Francoeur ; Kreisler, Fritz {RISM:52067} ; Bizet, Georges {RISM:20057} ; Chabrier, Emmanuel {RISM:48553} ; Charpentier, G. ; Vieuxtemps, Henri {RISM:142566} ; Wieniawski, Henryk {RISM:137176} ; Puccini, Giacomo {RISM:30921} ; Wagner, Richard {RISM:111172}"	"Pieyre, Auguste  ; Harmonie Nautique ; Wuilleumier, Hélène ; Taniau, Reine ; Orth, Marie-Louise"		"Pieyre, A. (dir) ; "
"BMU VH1 F001187"	"bmu_vh1_f001187"	"1913-1914"	"1914.06.02"	"2 p. ; 24 cm"	"Genève, Promenade du Lac (Jardin anglais)"	"Concert donné par l'Harmonie nautique"	"Blankenburg, Hermann Ludwig {RISM:342606} ; Weber, Carl Maria von {RISM:117485} ; Chapi, R. ; Viot, M. ; Rossini, Gioachino {RISM:63766} ; Bruneau, Alfred {RISM:78271} ; Meyer, J. ; Steck, A. "	"Pieyre, Auguste  ; Harmonie Nautique ; Dupont, A. ; Lickert, J."		"Pieyre, A. (dir) ; "
"BMU VH1 F001190"	"bmu_vh1_f001190"	"1914-1915"	"1914.10.17"	"1 p. ; 26 cm"	"Genève, Victoria Hall"	"Grand concert donné par l'Harmonie nautique : [Au bénéfice du comité central des Sans-travail]"	"Verdi, Giuseppe {RISM:137994} ; Borodin, Alexandr Porfir'evič {RISM:30015583} ; Gluck, Christoph Willibald {RISM:67338} ; Rachmaninov, Sergej Vasil'evič {RISM:32447} ; Lully, Jean-Baptiste {RISM:132446} ; Lalo, Edouard {RISM:65446} ; Wettge, Gustave {RISM:30081063} ; Delibes, Léo {RISM:30016578} ; Massenet, Jules {RISM:84264} ; Lacome, Paul {RISM:30024118}"	"Pieyre, Auguste  ; Harmonie Nautique ; Tatianoff (Mlle) ; Snell, H."		"Pieyre, A. (dir) ; "
"BMU VH1 F001192"	"bmu_vh1_f001192"	"1914-1915"	"1914.11.15"	"2 p. ; 24 cm"	"Genève, Victoria Hall"	"Concert donné par l'Harmonie nautique"	"Lalo, Edouard {RISM:65446} ; Balakirew ; Gluck, Christoph Willibald {RISM:67338} ; Charpentier, G. ; Schubert, Franz {RISM:111603} ; Fauré, Gabriel {RISM:41731} ; Février, H. ; Liapounow ; Brahms, Johannes {RISM:39914} ; Verdi, Giuseppe {RISM:137994} ; Messager, André {RISM:92078}"	"Pieyre, Auguste  ; Harmonie Nautique ; Roesgen, Marguerite ; Ostrowsky, Lina"		"Pieyre, A. (dir) ; "
"BMU VH1 F001195"	"bmu_vh1_f001195"	"1914-1915"	"1914.12.20"	"2 p. ; 24 cm + 1 broch."	"Genève, Victoria Hall"	"Concert donné par l'Harmonie nautique"	"Mendelssohn Bartholdy, Felix {RISM:88790} ; Liszt, Franz {RISM:107196} ; Rossini, Gioachino {RISM:63766} ; Saint-Saëns, Camille {RISM:76734} ; Charpentier ; Hérold, Ferdinand {RISM:75095} ; Bach, Johann Sebastian {RISM:2539} ; Chopin, Fryderyk Franciszek {RISM:51160} ; Boskoff, Georges ; Weber, Carl Maria von {RISM:117485}"	"Pieyre, Auguste  ; Harmonie Nautique ; Dupré, Lily ; Boskoff, Georges ; Ketten, Léopold"		"Pieyre, A. (dir) ; "
"BMU VH1 F001198"	"bmu_vh1_f001198"	"1914-1915"	"1915.02.14"	"2 p. ; 24 cm"	"Genève, Victoria Hall"	"Concert donné par l'Harmonie nautique"	"Beethoven, Ludwig van {RISM:11035} ; Saint-Saëns, Camille {RISM:76734} ; Planchet ; Kreisler, Fritz {RISM:52067} ; Porpora, Nicola {RISM:30002570} ; Martini, Giovanni Battista {RISM:30002105} ; Weber, Carl Maria von {RISM:117485} ; Vaninetti, G. ; Bruneau, Alfred {RISM:78271} ; Bonnet, Jean-Baptiste {RISM:30011963} ; Gigout, Eugène {RISM:62831} ; Bastard, William ; Wieniawski, Henryk {RISM:137176} ; Lalo, Edouard {RISM:65446}"	"Pieyre, Auguste  ; Harmonie Nautique ; Breittmayer, Maggy ; Bastard, William ; Martinet, G."		"Pieyre, A. (dir) ; "
"BMU VH1 F001200"	"bmu_vh1_f001200"	"1914-1915"	"1915.03.28"	"2 p. ; 24 cm"	"Genève, Victoria Hall"	"Concert donné par l'Harmonie nautique"	"Mozart, Wolfgang Amadeus {RISM:115324} ; Lalo, Edouard {RISM:65446} ; Saint-Saëns, Camille {RISM:76734} ; Nardini, Pietro {RISM:89002} ; Gounod, Charles-François {RISM:80479} ; Mascagni, Pietro {RISM:84056} ; Franck, César {RISM:70009} ; Paisiello, Giovanni {RISM:1874} ; Bruch, Max {RISM:73090} ; Händel, Georg Friedrich {RISM:36552} ; Čajkovskij, Pëtr Il'ič {RISM:144048}"	"Pieyre, Auguste  ; Harmonie Nautique ; Zbären-Borel (Mme) ; Barbey-Meyer (Mme) ; Miche, Paul Gustave {RISM:30015210} ; Roessinger, L. (Mlle) ; Hansotte, Marcel"		"Pieyre, A. (dir) ; "
"BMU VH1 F001205"	"bmu_vh1_f001205"	"1914-1915"	"1915.06.03"	"2 p. ; 24 cm"	"Genève, Promenade du Lac (Jardin anglais)"	"Concert donné par l'Harmonie nautique"	"Leroux, F. ; Massenet, Jules {RISM:84264} ; Erlanger, C. ; Rossini, Gioachino {RISM:63766} ; Rauski, Joseph-François {RISM:30073190} ; Delibes, Léo {RISM:30016578} ; Saint-Saëns, Camille {RISM:76734} ; Luigini, Alexandre {RISM:30071428}"	"Pieyre, Auguste  ; Harmonie Nautique"		"Pieyre, A. (dir) ; "
"BMU VH1 F001206"	"bmu_vh1_f001206"	"1915-1916"	"1915.11.07"	"2 p. ; 24 cm"	"Genève, Victoria Hall"	"Concert donné par l'Harmonie nautique"	"Schumann, Robert {RISM:131206} ; Liszt, Franz {RISM:107196} ; Sacchini, Antonio {RISM:30002777} ; Cimarosa, Domenico {RISM:52222} ; Indy, Vincent d' {RISM:114686} ; Saint-Saëns, Camille {RISM:76734} ; Chopin, Fryderyk Franciszek {RISM:51160} ; Albert, Eugen d' {RISM:1047} ; Doret, Gustave {RISM:3145724} ; Lalo, Edouard {RISM:65446} ; Chabrier, Emmanuel {RISM:48553}"	"Pieyre, Auguste  ; Harmonie Nautique ; Nieswizski, Léon ; Valmond, A. ; Meigniez, E. (Mlle)"		"Pieyre, A. (dir) ; "
